Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Term Name
1	374	361	1.0	0.0	4.584e+03	0.685	mitotic cell cycle
2	352	340	1.0	0.0	3.995e+03	0.453	DNA repair
3	207	170	1.0	0.0	6.843e+03	0.001	DNA-templated transcription, initiation
4	306	251	1.0	0.0	1.486e+04	0.072	transcription from RNA polymerase II promoter
5	246	244	1.0	0.0	4.782e+02	0.26	translation
6	179	160	1.0	0.0	3.168e+03	0.22	protein folding
7	459	340	1.0	0.0	4.541e+04	0.042	protein phosphorylation
8	372	322	1.0	0.0	1.669e+04	0.291	cellular amino acid metabolic process
9	345	293	1.0	0.0	1.601e+04	0.333	microtubule-based process
10	403	297	1.0	0.0	3.566e+04	-0.059	small GTPase mediated signal transduction
11	315	227	1.0	0.0	2.315e+04	0.019	synaptic transmission
12	382	298	1.0	0.0	2.749e+04	0.118	multicellular organismal development
13	284	205	1.0	0.0	1.881e+04	0.106	sensory perception
14	193	159	1.0	0.0	5.881e+03	0.06	lipid catabolic process
15	378	344	1.0	0.0	1.178e+04	0.248	chromatin modification
16	156	98	1.0	0.0	7.287e+03	-0.009	cell-cell adhesion
17	165	146	0.9976	0.0072	2.912e+03	0.089	Golgi vesicle transport
18	456	413	0.98908	0.03276	1.778e+04	0.151	protein modification by small protein conjugation
19	171	160	0.98162	0.05513	1.792e+03	0.723	chromosome organization
20	283	278	0.96211	0.11368	1.361e+03	0.338	ncRNA metabolic process
21	132	116	0.94268	0.12779	1.965e+03	-0.025	endosomal transport
22	140	108	0.91668	0.14325	3.928e+03	0.436	xenobiotic metabolic process
23	183	156	0.90898	0.25734	4.502e+03	0.423	monosaccharide metabolic process
24	147	116	0.9	0.3	4.031e+03	-0.009	dephosphorylation
25	444	360	0.86678	0.29749	3.225e+04	0.101	peptidyl-amino acid modification
26	354	251	0.85892	0.22478	3.012e+04	0.057	organ morphogenesis
27	359	344	0.85452	0.31547	5.069e+03	0.177	mRNA processing
28	393	344	0.8493	0.3145	1.732e+04	0.288	cellular macromolecular complex assembly
29	405	337	0.84168	0.33008	2.419e+04	0.276	monocarboxylic acid metabolic process
30	197	156	0.84026	0.30767	7.111e+03	-0.012	regulation of I-kappaB kinase/NF-kappaB signaling
31	331	239	0.83715	0.33613	2.540e+04	0.02	metal ion transport
32	441	354	0.78787	0.33407	3.305e+04	0.068	lipid biosynthetic process
33	280	211	0.78287	0.24135	1.650e+04	0.153	anion transport
34	234	203	0.78229	0.39464	6.620e+03	0.38	glycosylation
35	353	286	0.72518	0.37866	2.066e+04	0.158	nitrogen compound transport
36	315	297	0.7028	0.45404	5.325e+03	0.65	organelle fission
37	346	284	0.7	0.45826	1.886e+04	0.068	generation of precursor metabolites and energy
38	333	257	0.7	0.45826	2.170e+04	0.054	response to other organism
39	49	46	0.69078	0.32641	1.442e+02	0.209	cell redox homeostasis
40	215	142	0.68609	0.42561	1.280e+04	0.135	epithelium development
41	384	273	0.68045	0.44909	3.514e+04	0.022	ion homeostasis
42	282	223	0.66752	0.38668	1.450e+04	0.022	macromolecule localization
43	172	161	0.66586	0.29834	1.803e+03	0.635	DNA replication
44	324	274	0.63766	0.4556	1.446e+04	0.147	carbohydrate derivative biosynthetic process
45	225	206	0.63666	0.43379	4.004e+03	0.29	cofactor metabolic process
46	140	119	0.62366	0.36946	2.691e+03	0.075	mitochondrion organization
47	304	227	0.61484	0.37691	1.986e+04	-0.057	protein oligomerization
48	310	224	0.6	0.4899	2.230e+04	-0.062	leukocyte activation
49	200	160	0.58943	0.44954	7.072e+03	0.073	protein maturation
50	206	155	0.58688	0.39304	9.041e+03	-0.004	ion transmembrane transport
51	297	256	0.58433	0.45111	1.100e+04	0.334	cellular component disassembly
52	418	292	0.57218	0.47404	4.296e+04	0.006	secretion
53	203	169	0.55132	0.46129	6.207e+03	0.171	organelle assembly
54	252	230	0.52392	0.48086	5.168e+03	0.071	protein targeting
55	339	247	0.52165	0.43343	2.609e+04	0.043	embryonic morphogenesis
56	321	278	0.52027	0.43848	1.246e+04	0.127	modification by symbiont of host morphology or physiology
57	453	379	0.51982	0.45969	2.935e+04	0.114	organonitrogen compound catabolic process
58	101	78	0.51062	0.37272	2.050e+03	0.02	neuron projection development
59	40	39	0.5069	0.3419	4.082e+01	0.194	transcription from RNA polymerase III promoter
60	465	344	0.49702	0.44212	4.672e+04	-0.021	regulation of cellular catabolic process
61	347	299	0.49489	0.44781	1.495e+04	0.392	regulation of cell cycle process
62	412	294	0.46667	0.32828	4.002e+04	-0.016	positive regulation of kinase activity
63	278	192	0.46063	0.4136	1.970e+04	-0.092	regulation of cell growth
64	382	294	0.43037	0.47173	2.863e+04	0.093	organic hydroxy compound metabolic process
65	183	162	0.42982	0.44211	3.562e+03	0.15	nucleocytoplasmic transport
66	337	234	0.42845	0.47347	2.849e+04	-0.049	secretion by cell
67	363	294	0.42236	0.45749	2.185e+04	0.158	multicellular organismal reproductive process
68	429	338	0.4103	0.41037	3.341e+04	0.084	negative regulation of cellular protein metabolic process
69	81	65	0.4068	0.34585	1.167e+03	0.091	carbohydrate transport
70	187	166	0.40669	0.45223	3.643e+03	0.152	nuclear transport
71	251	189	0.4	0.4899	1.333e+04	0.006	lymphocyte activation
72	32	23	0.39648	0.3819	2.522e+02	0.332	peripheral nervous system development
73	356	280	0.38116	0.43711	2.332e+04	0.084	regulation of proteolysis
74	260	239	0.37657	0.46565	5.101e+03	0.123	establishment of protein localization to organelle
75	213	157	0.3754	0.44678	1.017e+04	0.1	negative regulation of hydrolase activity
76	305	239	0.37246	0.46236	1.742e+04	0.106	alcohol metabolic process
77	190	147	0.372	0.45954	7.128e+03	0.02	regulation of protein complex assembly
78	115	81	0.37032	0.36422	3.312e+03	0.179	ameboidal cell migration
79	308	281	0.36926	0.46002	7.698e+03	0.184	modification-dependent protein catabolic process
80	293	199	0.35739	0.35581	2.251e+04	0.017	response to inorganic substance
81	38	31	0.34634	0.39651	2.450e+02	1.478	digestion
82	101	83	0.34241	0.37124	1.648e+03	0.072	sphingolipid metabolic process
83	290	244	0.32492	0.35182	1.193e+04	0.317	regulation of mitotic cell cycle
84	133	112	0.32448	0.40049	2.548e+03	0.079	membrane lipid metabolic process
85	395	272	0.32387	0.41886	3.950e+04	0.039	regulation of secretion
86	312	285	0.32208	0.43474	7.798e+03	0.184	modification-dependent macromolecule catabolic process
87	355	251	0.32012	0.44849	3.046e+04	0.004	cation homeostasis
88	236	202	0.3138	0.45104	7.277e+03	0.297	male gamete generation
89	245	218	0.3119	0.18772	6.099e+03	0.225	protein catabolic process
90	346	248	0.31024	0.42431	2.816e+04	-0.063	regulation of cellular component biogenesis
91	166	117	0.30762	0.34856	6.846e+03	0.072	regulation of hormone secretion
92	137	116	0.30536	0.24581	2.629e+03	0.087	response to topologically incorrect protein
93	202	166	0.30001	0.45825	6.503e+03	0.077	response to virus
94	133	121	0.3	0.45826	1.509e+03	0.125	electron transport chain
95	188	151	0.29993	0.45815	6.169e+03	0.077	protein processing
96	292	275	0.29722	0.45407	4.673e+03	0.688	nuclear division
97	206	144	0.29272	0.4207	1.066e+04	0.079	response to metal ion
98	314	271	0.29244	0.39968	1.218e+04	0.114	modulation by virus of host morphology or physiology
99	54	53	0.29125	0.35877	5.467e+01	0.273	ribonucleoprotein complex biogenesis
100	188	133	0.29087	0.42299	8.692e+03	-0.111	regulation of anatomical structure size
101	284	188	0.2795	0.43021	2.208e+04	0.125	extracellular matrix organization
102	181	125	0.27778	0.22363	8.445e+03	0.1	detection of stimulus
103	38	28	0.2777	0.27215	3.347e+02	0.338	excretion
104	156	132	0.26722	0.29951	3.412e+03	0.252	anatomical structure homeostasis
105	73	72	0.26626	0.36033	7.339e+01	0.242	cellular component biogenesis
106	183	161	0.259	0.32919	3.721e+03	0.419	post-translational protein modification
107	202	193	0.25644	0.2998	1.743e+03	0.163	RNA catabolic process
108	423	303	0.25585	0.33522	4.180e+04	-0.136	regulation of defense response
109	246	192	0.25242	0.34272	1.156e+04	-0.052	cellular localization
110	150	95	0.25227	0.38883	6.670e+03	-0.174	regulation of cellular response to growth factor stimulus
111	131	96	0.24596	0.32477	3.939e+03	0.108	developmental growth
112	80	61	0.245	0.24912	1.339e+03	0.038	lipid homeostasis
113	140	102	0.24478	0.3809	4.554e+03	0.216	skeletal system development
114	380	326	0.24377	0.3967	1.832e+04	0.121	organophosphate biosynthetic process
115	157	121	0.24205	0.37667	4.943e+03	-0.016	cell projection assembly
116	294	204	0.23577	0.26914	2.181e+04	-0.054	negative regulation of phosphorus metabolic process & negative regulation of phosphate metabolic process
117	319	264	0.22807	0.39431	1.552e+04	0.014	carbohydrate derivative catabolic process
118	98	72	0.22146	0.27995	2.202e+03	-0.007	regulation of dephosphorylation
119	98	78	0.21981	0.39418	1.753e+03	0.569	epidermis development
120	34	29	0.21292	0.34723	1.604e+02	0.37	carbohydrate derivative transport
121	231	200	0.21057	0.39595	6.532e+03	0.382	protein glycosylation & macromolecule glycosylation
122	302	276	0.20866	0.39631	7.279e+03	0.188	ubiquitin-dependent protein catabolic process
123	234	167	0.20441	0.33091	1.316e+04	0.023	response to oxidative stress
124	216	186	0.20409	0.29368	5.907e+03	0.096	regulation of translation
125	111	96	0.2028	0.39867	1.543e+03	0.163	cellular carbohydrate metabolic process
126	232	202	0.20263	0.3085	6.364e+03	0.11	nucleoside phosphate catabolic process
127	215	168	0.19578	0.32912	8.827e+03	0.305	steroid metabolic process
128	224	163	0.19553	0.29385	1.157e+04	0.204	epithelial cell differentiation
129	32	32	0.19518	0.30717	9.963e-01	0.31	ribosome biogenesis
130	210	142	0.1944	0.28136	1.176e+04	-0.102	response to hypoxia
131	162	115	0.19261	0.38382	6.430e+03	-0.052	regulation of Ras GTPase activity
132	313	218	0.18637	0.30927	2.450e+04	-0.122	regulation of sequence-specific DNA binding transcription factor activity
133	104	87	0.18591	0.23803	1.615e+03	0.15	tube formation
134	56	40	0.17826	0.28618	7.727e+02	0.024	positive regulation of adaptive immune response
135	220	151	0.17167	0.29831	1.256e+04	-0.071	regulation of GTPase activity
136	51	42	0.1715	0.30525	4.218e+02	0.134	negative regulation of phosphatase activity
137	246	191	0.17082	0.34781	1.174e+04	0.105	regulation of peptidase activity
138	53	50	0.17046	0.28499	1.561e+02	0.102	vacuole organization
139	229	155	0.16676	0.24218	1.393e+04	-0.142	regulation of immune effector process
140	260	224	0.16102	0.33362	8.489e+03	0.281	gamete generation
141	118	107	0.15908	0.33105	1.228e+03	0.2	cofactor biosynthetic process
142	284	275	0.15896	0.31512	2.441e+03	0.179	RNA splicing
143	263	176	0.15776	0.27591	1.866e+04	-0.074	regulation of small GTPase mediated signal transduction
144	151	99	0.15707	0.18307	6.433e+03	-0.174	heart development
145	124	88	0.15663	0.29523	3.788e+03	0.051	response to bacterium
146	278	155	0.15212	0.25125	2.601e+04	-0.317	regulation of system process
147	449	304	0.15069	0.3006	5.228e+04	-0.069	regulation of MAPK cascade
148	305	241	0.15011	0.23815	1.696e+04	0.037	regulation of cellular response to stress
149	173	158	0.14897	0.3028	2.444e+03	0.199	coenzyme metabolic process
150	65	56	0.14778	0.26548	5.462e+02	0.095	neural tube closure
151	143	117	0.14714	0.30928	3.344e+03	0.004	positive regulation of I-kappaB kinase/NF-kappaB signaling
152	81	56	0.14663	0.23113	1.712e+03	-0.018	response to calcium ion
153	72	54	0.14507	0.19301	1.136e+03	0.285	cartilage development
154	262	183	0.14362	0.20042	1.717e+04	-0.039	growth
155	380	277	0.1384	0.29769	3.261e+04	0.059	cell development
156	152	110	0.13706	0.24742	5.441e+03	-0.077	aminoglycan metabolic process
157	126	91	0.13578	0.30719	3.768e+03	0.028	regulation of insulin secretion
158	31	23	0.13512	0.14595	2.203e+02	0.21	neural precursor cell proliferation
159	80	70	0.13473	0.30645	7.495e+02	0.093	cilium assembly & cilium organization
160	90	61	0.13454	0.24256	2.186e+03	-0.188	regulation of transforming growth factor beta receptor signaling pathway
161	59	40	0.1306	0.25601	9.456e+02	0.213	epithelial cell migration
162	130	110	0.12747	0.24466	2.378e+03	0.08	response to unfolded protein
163	343	261	0.12611	0.16249	2.394e+04	0.127	response to radiation
164	129	99	0.12389	0.17903	3.391e+03	0.101	maintenance of location
165	361	258	0.12382	0.18092	3.079e+04	0.041	regulation of protein serine/threonine kinase activity
166	231	205	0.12244	0.22854	5.540e+03	0.26	small molecule catabolic process
167	150	113	0.12215	0.20432	4.811e+03	0.103	lipid transport
168	261	208	0.12102	0.2953	1.212e+04	-0.016	phospholipid metabolic process
169	266	230	0.1208	0.29764	8.693e+03	0.105	organophosphate catabolic process
170	175	136	0.12052	0.29756	5.977e+03	0.058	monovalent inorganic cation transport
171	341	255	0.11672	0.24359	2.479e+04	0.095	negative regulation of cellular component organization
172	51	37	0.11588	0.16284	6.209e+02	0.126	acute inflammatory response
173	142	105	0.11571	0.19921	4.524e+03	0.138	regulation of neuron apoptotic process
174	317	223	0.11519	0.29839	2.464e+04	-0.05	positive regulation of programmed cell death
175	253	170	0.11507	0.29255	1.717e+04	-0.083	regulation of purine nucleotide catabolic process
176	33	24	0.1141	0.12245	2.612e+02	0.156	acute-phase response
177	92	68	0.11384	0.11662	1.915e+03	0.059	central nervous system development
178	354	290	0.113	0.18602	1.988e+04	0.037	posttranscriptional regulation of gene expression
179	79	60	0.11124	0.11522	1.320e+03	0.106	negative regulation of cell projection organization
180	122	114	0.1038	0.29895	9.362e+02	0.207	ribonucleoprotein complex subunit organization
181	272	213	0.10344	0.29902	1.394e+04	0.012	protein localization
182	111	101	0.10298	0.104	1.053e+03	0.207	macromolecule methylation
183	20	19	0.10239	0.29926	2.095e+01	0.318	zinc ion transport
184	347	291	0.10148	0.15973	1.724e+04	0.098	modification of morphology or physiology of other organism
185	235	201	0.10017	0.29994	7.245e+03	0.293	spermatogenesis
186	164	147	0.1	0.3	2.606e+03	0.247	nucleotide biosynthetic process
187	321	292	0.1	0.3	8.592e+03	0.182	proteolysis involved in cellular protein catabolic process
188	47	44	0.1	0.3	1.383e+02	0.188	establishment of protein localization to mitochondrion
189	25	18	0.097	0.18803	1.546e+02	-0.081	bone development
190	80	59	0.09338	0.18167	1.459e+03	-0.047	regulation of phosphatase activity
191	216	170	0.09291	0.15169	8.705e+03	-0.1	regulation of innate immune response
192	144	104	0.09203	0.19802	4.910e+03	-0.09	glycosaminoglycan metabolic process
193	392	277	0.09102	0.19813	3.704e+04	-0.019	positive regulation of protein kinase activity
194	194	139	0.09046	0.14349	9.010e+03	-0.1	protein homooligomerization
195	282	231	0.08976	0.13403	1.272e+04	0.076	sulfur compound metabolic process
196	244	193	0.08885	0.22484	1.089e+04	0.081	fatty acid metabolic process
197	148	98	0.08708	0.14485	6.088e+03	-0.072	regulation of Ras protein signal transduction
198	154	131	0.08618	0.25855	3.236e+03	0.211	hexose metabolic process
199	341	288	0.08581	0.201	1.609e+04	0.107	modification of morphology or physiology of other organism involved in symbiotic interaction
200	126	99	0.08321	0.24892	3.013e+03	-0.028	protein dephosphorylation
201	189	172	0.0819	0.23479	3.015e+03	0.43	regulation of cell cycle phase transition
202	311	220	0.08048	0.13299	2.347e+04	-0.042	positive regulation of apoptotic process
203	57	55	0.07747	0.09387	1.133e+02	0.324	DNA modification
204	132	87	0.07672	0.2075	4.888e+03	-0.003	regulation of organ morphogenesis
205	95	87	0.07669	0.23008	7.254e+02	0.601	nucleosome organization
206	55	48	0.0751	0.19675	3.629e+02	0.526	tetrapyrrole metabolic process
207	213	172	0.075	0.14162	7.739e+03	0.013	glycerophospholipid metabolic process
208	73	69	0.07483	0.14052	2.847e+02	0.125	protein modification by small protein removal
209	154	114	0.07472	0.08019	5.298e+03	-0.007	MAPK cascade
210	140	101	0.07464	0.12291	4.655e+03	0.058	regulation of peptide secretion
211	240	181	0.07151	0.11995	1.215e+04	0.159	organic anion transport
212	184	163	0.07089	0.16649	3.583e+03	0.06	establishment of protein localization to membrane
213	38	23	0.07032	0.08427	4.644e+02	-0.059	actin-mediated cell contraction
214	227	139	0.06984	0.13425	1.581e+04	-0.124	response to steroid hormone
215	212	143	0.06979	0.07817	1.203e+04	-0.101	response to decreased oxygen levels
216	92	68	0.06789	0.13557	1.915e+03	0.13	negative regulation of neuron apoptotic process
217	131	94	0.06789	0.08929	4.128e+03	0.084	phosphatidylinositol-mediated signaling & inositol lipid-mediated signaling
218	60	59	0.06629	0.08465	6.059e+01	0.306	RNA modification
219	76	59	0.06583	0.1975	1.148e+03	0.633	collagen metabolic process
220	55	33	0.06386	0.11005	9.750e+02	-0.093	positive regulation of cell division
221	162	119	0.06315	0.0794	5.966e+03	-0.006	signal transduction by phosphorylation
222	167	149	0.05932	0.17719	2.803e+03	0.253	nucleoside phosphate biosynthetic process
223	177	127	0.05825	0.08774	7.493e+03	-0.142	ERBB signaling pathway
224	94	68	0.05751	0.17252	2.100e+03	-0.068	glycosaminoglycan biosynthetic process
225	137	98	0.05556	0.15315	4.541e+03	0.039	regulation of peptide hormone secretion
226	104	71	0.05516	0.16549	2.876e+03	-0.045	defense response to bacterium
227	41	32	0.05384	0.13502	3.326e+02	0.448	cell fate specification
228	67	51	0.0526	0.11555	9.466e+02	-0.025	post-embryonic development
229	114	87	0.05178	0.15533	2.697e+03	0.228	negative regulation of endopeptidase activity
230	336	235	0.05142	0.10284	2.794e+04	-0.004	pattern specification process
231	107	62	0.05082	0.15245	3.788e+03	-0.25	second-messenger-mediated signaling
232	134	95	0.05032	0.08943	4.427e+03	-0.038	cell-cell junction organization
233	346	309	0.05017	0.1505	1.168e+04	0.176	glycosyl compound metabolic process
234	331	258	0.04882	0.09544	2.081e+04	0.06	negative regulation of protein modification process
235	64	52	0.04826	0.13575	6.984e+02	0.007	regulation of autophagy
236	46	34	0.0481	0.06163	4.848e+02	-0.046	regulation of B cell proliferation
237	148	87	0.04729	0.12119	7.100e+03	-0.161	regulation of ossification
238	253	168	0.04606	0.07819	1.750e+04	-0.103	single-organism behavior
239	63	53	0.04598	0.08355	5.821e+02	0.17	negative regulation of translation
240	27	24	0.04564	0.09422	7.877e+01	0.267	porphyrin-containing compound biosynthetic process
241	334	234	0.04467	0.06156	2.752e+04	-0.06	positive regulation of cell death
242	152	116	0.04378	0.11336	4.769e+03	0.02	regulation of stress-activated protein kinase signaling cascade
243	123	95	0.04371	0.13112	3.029e+03	-0.002	cellular component assembly involved in morphogenesis
244	129	91	0.04368	0.12377	4.147e+03	0.01	cell cycle arrest
245	145	100	0.04291	0.06814	5.458e+03	-0.037	response to wounding
246	55	49	0.04281	0.12842	3.141e+02	0.063	protein lipidation
247	180	121	0.04124	0.11169	8.755e+03	0.071	gland development
248	53	39	0.04112	0.08799	6.486e+02	0.051	positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains
249	108	98	0.04084	0.08213	1.024e+03	0.556	protein-DNA complex subunit organization
250	285	189	0.04067	0.12202	2.218e+04	0.124	extracellular structure organization
251	54	36	0.04044	0.09011	8.158e+02	-0.049	positive regulation of lymphocyte mediated immunity
252	354	297	0.03971	0.06641	1.789e+04	0.168	small molecule biosynthetic process
253	158	112	0.03896	0.0887	6.137e+03	-0.093	energy derivation by oxidation of organic compounds
254	241	170	0.03857	0.10381	1.428e+04	0.029	regulation of cell projection organization
255	198	195	0.03826	0.11478	5.787e+02	0.294	ncRNA processing
256	135	112	0.03762	0.05132	2.813e+03	-0.066	innate immune response-activating signal transduction
257	156	121	0.0365	0.05421	4.789e+03	-0.021	intracellular receptor signaling pathway
258	25	23	0.03646	0.08365	4.987e+01	0.172	C-terminal protein lipidation
