Creation Time:	2022-12-29 16:07:34

INPUT:
File name:	/home/ahphan/RotationData/Kadelka/CRFE/gith/crfe_v017.py
Annotations file:	data/GOhuman_ft_named.txt
Gene file:	data/GSE40419_tumor_normal_deseq2_log2fc-overexp.txt
lower limit annotations/process:	20
upper limit annotations/process:	500
k (number of perturbed categories):	0 (i.e., each perturbed gene in its own category)
threshold:	0.6
threshold type:	proportion
belief:	5.0
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	10
burnin steps:	25000
MCMC steps:	25000
Maximal value for alpha and beta:	0.3548387096774194
Maximal possible value for alpha and beta:	0.3548387096774194
Probability parameter change:	0.2
seed for RNG:	4065431946

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2410
Total number of genes:	10923
Number of perturbed genes:	6554
Proportion perturbed genes:	0.6000183099880985

OUTPUT:
Learnt parameters:
alpha (FPR):	0.3548387096774194
beta (FNR):	0.3193548387096774
q (penalization parameter):	0.004


Best log-likelihood value (mean +- standard deviation across replicates):	-7812.98837403612 +- 10.987493867564435

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Term Name
1	374	318	1.0	0.0	1.838e+04	0.685	mitotic cell cycle
2	352	287	1.0	0.0	1.979e+04	0.453	DNA repair
3	246	209	1.0	0.0	8.144e+03	0.26	translation
4	179	131	1.0	0.0	7.288e+03	0.22	protein folding
5	372	266	1.0	0.0	3.221e+04	0.291	cellular amino acid metabolic process
6	38	29	1.0	0.0	3.054e+02	1.478	digestion
7	382	227	0.97884	0.06349	4.504e+04	0.118	multicellular organismal development
8	165	117	0.95428	0.13716	6.646e+03	0.089	Golgi vesicle transport
9	284	155	0.93627	0.19118	2.741e+04	0.106	sensory perception
10	378	262	0.89666	0.20897	3.535e+04	0.248	chromatin modification
11	40	32	0.82714	0.29368	2.914e+02	0.194	transcription from RNA polymerase III promoter
12	353	234	0.8057	0.34036	3.340e+04	0.158	nitrogen compound transport
13	140	85	0.80143	0.37417	6.108e+03	0.436	xenobiotic metabolic process
14	393	280	0.8	0.4	3.611e+04	0.288	cellular macromolecular complex assembly
15	171	141	0.78863	0.39269	4.584e+03	0.723	chromosome organization
16	405	266	0.78559	0.31248	4.428e+04	0.276	monocarboxylic acid metabolic process
17	315	153	0.76632	0.29598	3.661e+04	0.019	synaptic transmission
18	98	60	0.7383	0.38883	2.985e+03	0.569	epidermis development
19	359	276	0.73755	0.38171	2.511e+04	0.177	mRNA processing
20	111	74	0.73558	0.31515	3.393e+03	0.163	cellular carbohydrate metabolic process
21	315	249	0.72458	0.42234	1.784e+04	0.65	organelle fission
22	280	167	0.72308	0.35412	2.443e+04	0.153	anion transport
23	115	64	0.71442	0.40704	4.527e+03	0.179	ameboidal cell migration
24	283	249	0.64538	0.43513	8.694e+03	0.338	ncRNA metabolic process
25	96	78	0.62601	0.42587	1.555e+03	0.1	respiratory electron transport chain
26	66	37	0.61554	0.31037	1.497e+03	0.15	neuropeptide signaling pathway
27	324	215	0.59805	0.41907	2.821e+04	0.147	carbohydrate derivative biosynthetic process
28	51	28	0.59343	0.34936	9.154e+02	0.126	acute inflammatory response
29	31	23	0.58276	0.37393	2.201e+02	0.693	endocrine pancreas development
30	33	23	0.56689	0.28563	2.848e+02	0.667	placenta development
31	72	46	0.53951	0.46965	1.534e+03	0.285	cartilage development
32	100	80	0.52585	0.41977	1.786e+03	0.425	carbohydrate catabolic process
33	20	12	0.52522	0.47595	1.327e+02	0.547	calcium-independent cell-cell adhesion
34	231	174	0.5	0.5	1.121e+04	0.382	protein glycosylation & macromolecule glycosylation
35	331	172	0.5	0.5	3.848e+04	0.02	metal ion transport
36	234	176	0.5	0.5	1.155e+04	0.38	glycosylation
37	260	192	0.5	0.5	1.487e+04	0.123	establishment of protein localization to organelle
38	31	21	0.45911	0.40228	2.650e+02	0.21	neural precursor cell proliferation
39	156	71	0.43862	0.45612	9.572e+03	-0.009	cell-cell adhesion
40	32	27	0.43327	0.35246	1.503e+02	0.31	ribosome biogenesis
41	84	57	0.42301	0.47577	1.897e+03	0.399	transition metal ion transport
42	74	53	0.40235	0.31329	1.332e+03	0.509	biological phase
43	140	85	0.40082	0.48923	6.108e+03	0.216	skeletal system development
44	199	106	0.39838	0.46194	1.389e+04	0.143	response to nutrient levels
45	24	15	0.38109	0.349	1.805e+02	0.413	ephrin receptor signaling pathway
46	73	46	0.36456	0.41079	1.606e+03	0.734	multicellular organismal catabolic process
47	54	46	0.36278	0.36321	4.019e+02	0.273	ribonucleoprotein complex biogenesis
48	45	30	0.3593	0.44638	5.677e+02	0.321	regulation of pH
49	156	76	0.35573	0.431	9.156e+03	-0.031	regulation of peptidyl-tyrosine phosphorylation
50	38	21	0.35539	0.30748	5.087e+02	0.338	excretion
51	198	171	0.35462	0.43513	4.856e+03	0.294	ncRNA processing
52	101	54	0.3521	0.3563	3.623e+03	0.02	neuron projection development
53	225	159	0.34477	0.38853	1.233e+04	0.29	cofactor metabolic process
54	145	75	0.34428	0.41031	7.602e+03	-0.037	response to wounding
55	46	31	0.33882	0.44305	5.826e+02	0.248	regulation of protein tyrosine kinase activity
