Creation Time:	2022-12-29 15:58:11

INPUT:
File name:	/home/ahphan/RotationData/Kadelka/CRFE/gith/crfe_v017.py
Annotations file:	data/GOhuman_ft_named.txt
Gene file:	data/GSE40419_tumor_normal_deseq2_log2fc-overexp.txt
lower limit annotations/process:	20
upper limit annotations/process:	500
k (number of perturbed categories):	0 (i.e., each perturbed gene in its own category)
threshold:	0.5
threshold type:	proportion
belief:	5.0
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	10
burnin steps:	25000
MCMC steps:	25000
Maximal value for alpha and beta:	0.3548387096774194
Maximal possible value for alpha and beta:	0.3548387096774194
Probability parameter change:	0.2
seed for RNG:	3500666754

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2410
Total number of genes:	10923
Number of perturbed genes:	5462
Proportion perturbed genes:	0.5000457749702463

OUTPUT:
Learnt parameters:
alpha (FPR):	0.3548387096774194
beta (FNR):	0.3548387096774194
q (penalization parameter):	0.004


Best log-likelihood value (mean +- standard deviation across replicates):	-7778.004093644505 +- 7.197554044836428

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Term Name
1	374	275	1.0	0.0	3.189e+04	0.685	mitotic cell cycle
2	352	253	1.0	0.0	2.973e+04	0.453	DNA repair
3	246	175	1.0	0.0	1.489e+04	0.26	translation
4	140	78	1.0	0.0	6.753e+03	0.436	xenobiotic metabolic process
5	38	28	1.0	0.0	3.356e+02	1.478	digestion
6	372	242	0.99777	0.00668	3.952e+04	0.291	cellular amino acid metabolic process
7	33	23	0.87523	0.19543	2.857e+02	0.667	placenta development
8	66	35	0.84081	0.25283	1.578e+03	0.15	neuropeptide signaling pathway
9	283	223	0.81269	0.37569	1.513e+04	0.338	ncRNA metabolic process
10	280	145	0.76848	0.39539	2.843e+04	0.153	anion transport
11	98	56	0.76238	0.37206	3.244e+03	0.569	epidermis development
12	20	12	0.75126	0.39764	1.329e+02	0.547	calcium-independent cell-cell adhesion
13	171	126	0.74382	0.28469	6.678e+03	0.723	chromosome organization
14	100	71	0.73275	0.41237	2.488e+03	0.425	carbohydrate catabolic process
15	24	15	0.70844	0.35025	1.808e+02	0.466	tumor necrosis factor-mediated signaling pathway
16	116	53	0.66998	0.38572	5.358e+03	0.232	negative regulation of peptidase activity
17	234	149	0.66938	0.38491	1.620e+04	0.38	glycosylation
