Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Term Name
1	352	287	1.0	0.0	1.979e+04	0.453	DNA repair
2	246	209	1.0	0.0	8.144e+03	0.26	translation
3	179	131	1.0	0.0	7.288e+03	0.22	protein folding
4	372	266	1.0	0.0	3.221e+04	0.291	cellular amino acid metabolic process
5	315	153	1.0	0.0	3.661e+04	0.019	synaptic transmission
6	382	227	1.0	0.0	4.504e+04	0.118	multicellular organismal development
7	315	249	0.99614	0.01078	1.784e+04	0.65	organelle fission
8	374	318	0.9832	0.05039	1.838e+04	0.685	mitotic cell cycle
9	140	85	0.95215	0.07859	6.108e+03	0.436	xenobiotic metabolic process
10	38	29	0.93337	0.15287	3.054e+02	1.478	digestion
11	172	141	0.9026	0.12411	4.752e+03	0.635	DNA replication
12	284	155	0.9	0.3	2.741e+04	0.106	sensory perception
13	171	141	0.9	0.3	4.584e+03	0.723	chromosome organization
14	353	234	0.9	0.3	3.340e+04	0.158	nitrogen compound transport
15	101	54	0.87616	0.20491	3.623e+03	0.02	neuron projection development
16	165	117	0.86108	0.26844	6.646e+03	0.089	Golgi vesicle transport
17	359	276	0.8	0.4	2.511e+04	0.177	mRNA processing
18	283	249	0.8	0.4	8.694e+03	0.338	ncRNA metabolic process
19	324	215	0.8	0.4	2.821e+04	0.147	carbohydrate derivative biosynthetic process
20	405	266	0.7913	0.39649	4.428e+04	0.276	monocarboxylic acid metabolic process
21	66	37	0.75182	0.29936	1.497e+03	0.15	neuropeptide signaling pathway
22	215	111	0.7082	0.44623	1.657e+04	0.135	epithelium development
23	393	280	0.7	0.45826	3.611e+04	0.288	cellular macromolecular complex assembly
24	331	172	0.63339	0.4528	3.848e+04	0.02	metal ion transport
25	115	64	0.62701	0.46277	4.527e+03	0.179	ameboidal cell migration
26	116	65	0.60066	0.48909	4.577e+03	0.232	negative regulation of peptidase activity
27	395	198	0.60012	0.48976	5.577e+04	0.039	regulation of secretion
28	156	71	0.6	0.4899	9.572e+03	-0.009	cell-cell adhesion
29	347	240	0.58972	0.43928	3.004e+04	0.392	regulation of cell cycle process
30	234	176	0.57862	0.47645	1.155e+04	0.38	glycosylation
31	74	53	0.55016	0.3656	1.332e+03	0.509	biological phase
32	199	106	0.52638	0.44997	1.389e+04	0.143	response to nutrient levels
33	140	85	0.51781	0.48481	6.108e+03	0.216	skeletal system development
34	111	74	0.50206	0.49797	3.393e+03	0.163	cellular carbohydrate metabolic process
35	51	28	0.49408	0.39117	9.154e+02	0.126	acute inflammatory response
36	99	49	0.4827	0.40019	3.684e+03	0.084	B cell activation
37	72	46	0.45848	0.47171	1.534e+03	0.285	cartilage development
38	156	76	0.43678	0.39967	9.156e+03	-0.031	regulation of peptidyl-tyrosine phosphorylation
39	231	174	0.42146	0.47642	1.121e+04	0.382	protein glycosylation & macromolecule glycosylation
40	100	80	0.41372	0.44422	1.786e+03	0.425	carbohydrate catabolic process
41	382	214	0.4106	0.44817	4.781e+04	0.093	organic hydroxy compound metabolic process
42	280	167	0.40837	0.38043	2.443e+04	0.153	anion transport
43	204	117	0.40192	0.48587	1.366e+04	0.129	reproductive structure development
44	45	30	0.40132	0.48	5.677e+02	0.321	regulation of pH
45	54	46	0.40092	0.32566	4.019e+02	0.273	ribonucleoprotein complex biogenesis
46	20	12	0.40011	0.48981	1.327e+02	0.547	calcium-independent cell-cell adhesion
47	31	21	0.38826	0.3319	2.650e+02	0.21	neural precursor cell proliferation
48	24	16	0.38304	0.39564	1.645e+02	0.466	tumor necrosis factor-mediated signaling pathway
49	33	23	0.36385	0.45461	2.848e+02	0.667	placenta development
50	91	71	0.34944	0.43546	1.611e+03	0.21	mitochondrial transport
51	45	36	0.34916	0.43434	3.677e+02	0.188	protein targeting to mitochondrion
52	68	37	0.34528	0.4103	1.631e+03	0.21	embryonic skeletal system morphogenesis
53	174	94	0.34129	0.44439	1.054e+04	0.271	regulation of hormone levels
54	33	25	0.33648	0.28717	2.360e+02	0.45	axon cargo transport
55	40	32	0.33534	0.3151	2.914e+02	0.194	transcription from RNA polymerase III promoter
56	248	134	0.33523	0.41026	2.118e+04	0.018	nervous system development
57	24	15	0.3348	0.32992	1.805e+02	0.413	ephrin receptor signaling pathway
58	49	32	0.31882	0.33965	6.937e+02	0.314	secretion by tissue
59	236	154	0.30218	0.45687	1.555e+04	0.297	male gamete generation
60	354	185	0.30081	0.45773	4.370e+04	0.057	organ morphogenesis
61	355	181	0.30011	0.45819	4.475e+04	0.004	cation homeostasis
62	183	129	0.3	0.45826	8.249e+03	0.423	monosaccharide metabolic process
63	98	60	0.2918	0.44623	2.985e+03	0.569	epidermis development
64	118	53	0.28928	0.39834	5.557e+03	-0.055	homophilic cell adhesion
65	81	40	0.2858	0.35857	2.479e+03	-0.018	response to calcium ion
66	31	23	0.28304	0.27688	2.201e+02	0.693	endocrine pancreas development
67	35	10	0.27866	0.26279	6.377e+02	-0.155	positive regulation of transporter activity
68	84	57	0.27767	0.42805	1.897e+03	0.399	transition metal ion transport
69	41	26	0.27078	0.33406	5.084e+02	0.448	cell fate specification
70	32	27	0.26841	0.28696	1.503e+02	0.31	ribosome biogenesis
71	284	140	0.26027	0.40995	2.958e+04	0.125	extracellular matrix organization
72	167	119	0.25042	0.33588	6.738e+03	0.253	nucleoside phosphate biosynthetic process
73	145	75	0.24922	0.39156	7.602e+03	-0.037	response to wounding
74	73	57	0.24221	0.37267	1.039e+03	0.242	cellular component biogenesis
75	175	100	0.23158	0.347	1.013e+04	0.058	monovalent inorganic cation transport
76	46	31	0.23108	0.28742	5.826e+02	0.248	regulation of protein tyrosine kinase activity
77	59	29	0.2283	0.39483	1.328e+03	0.213	epithelial cell migration
78	354	229	0.22082	0.39168	3.486e+04	0.168	small molecule biosynthetic process
79	202	120	0.21828	0.36486	1.291e+04	0.077	response to virus
80	96	78	0.21044	0.28968	1.555e+03	0.1	respiratory electron transport chain
81	118	82	0.21013	0.37981	3.563e+03	0.2	cofactor biosynthetic process
82	284	216	0.2	0.4	1.638e+04	0.179	RNA splicing
83	198	171	0.2	0.4	4.856e+03	0.294	ncRNA processing
84	384	201	0.2	0.4	5.115e+04	0.022	ion homeostasis
85	306	196	0.19968	0.30281	2.659e+04	0.072	transcription from RNA polymerase II promoter
86	76	45	0.19932	0.33675	1.874e+03	0.633	collagen metabolic process
87	46	29	0.18898	0.31482	6.433e+02	0.134	inorganic anion transport
88	75	56	0.18484	0.37122	1.242e+03	0.669	nucleosome assembly
89	246	130	0.18424	0.36851	2.122e+04	0.105	regulation of peptidase activity
90	47	38	0.18246	0.36703	3.855e+02	0.188	establishment of protein localization to mitochondrion
91	260	171	0.17052	0.34735	1.859e+04	0.281	gamete generation
92	116	97	0.16415	0.33526	2.001e+03	0.195	ribonucleoprotein complex assembly
93	215	129	0.1634	0.32227	1.444e+04	0.305	steroid metabolic process
94	63	36	0.15991	0.27908	1.341e+03	-0.007	wound healing
95	160	91	0.15841	0.23428	8.525e+03	0.03	brain development
96	149	116	0.14634	0.19609	4.301e+03	0.3	nucleoside monophosphate metabolic process
97	60	30	0.14589	0.2983	1.356e+03	-0.112	aminoglycan catabolic process
98	42	23	0.14572	0.28725	6.248e+02	0.164	negative regulation of protein polymerization
99	49	25	0.14508	0.31508	8.958e+02	0.26	endothelial cell migration
100	62	34	0.14221	0.16167	1.349e+03	-0.034	female pregnancy
101	180	91	0.14179	0.29585	1.185e+04	0.071	gland development
102	33	19	0.1412	0.28696	3.705e+02	0.156	acute-phase response
103	105	51	0.14103	0.18582	4.192e+03	-0.134	multi-organism reproductive process
104	38	21	0.13978	0.19864	5.087e+02	0.338	excretion
105	66	43	0.13968	0.30649	1.255e+03	0.795	collagen catabolic process
106	212	101	0.13932	0.2745	1.703e+04	-0.101	response to decreased oxygen levels
107	88	51	0.13874	0.27847	2.563e+03	0.553	multicellular organismal metabolic process
108	224	124	0.13873	0.30944	1.698e+04	0.204	epithelial cell differentiation
109	81	60	0.13759	0.20907	1.476e+03	0.091	carbohydrate transport
110	225	159	0.13621	0.29829	1.233e+04	0.29	cofactor metabolic process
111	240	143	0.13549	0.30068	1.807e+04	0.159	organic anion transport
112	94	55	0.13364	0.19547	2.892e+03	0.205	appendage morphogenesis & limb morphogenesis
113	90	43	0.1326	0.17567	3.123e+03	-0.173	multi-multicellular organism process
114	132	68	0.13194	0.30462	6.332e+03	-0.003	regulation of organ morphogenesis
115	181	102	0.13131	0.2982	1.097e+04	0.1	detection of stimulus
116	235	153	0.12998	0.26513	1.547e+04	0.293	spermatogenesis
117	73	46	0.1254	0.30121	1.606e+03	0.734	multicellular organismal catabolic process
118	21	18	0.12294	0.2626	6.082e+01	0.469	glycerol ether metabolic process
119	260	192	0.11943	0.29918	1.487e+04	0.123	establishment of protein localization to organelle
120	188	98	0.11729	0.25012	1.263e+04	-0.111	regulation of anatomical structure size
121	95	73	0.11516	0.29839	1.836e+03	0.601	nucleosome organization
122	68	26	0.11141	0.29814	2.053e+03	-0.285	positive regulation of inflammatory response
123	380	242	0.11114	0.29814	4.092e+04	0.121	organophosphate biosynthetic process
124	213	117	0.10949	0.29802	1.548e+04	0.1	negative regulation of hydrolase activity
125	46	21	0.10842	0.20946	8.525e+02	-0.046	regulation of B cell proliferation
126	346	224	0.10705	0.29803	3.330e+04	0.068	generation of precursor metabolites and energy
127	86	48	0.10376	0.29896	2.539e+03	-0.021	regulation of actin filament polymerization
128	32	18	0.10342	0.29898	3.566e+02	0.034	protein trimerization
129	122	101	0.10213	0.29936	2.313e+03	0.207	ribonucleoprotein complex subunit organization
130	97	60	0.10017	0.29994	2.889e+03	0.362	sensory perception of mechanical stimulus
131	60	48	0.1	0.3	6.496e+02	0.404	pyruvate metabolic process
132	297	215	0.1	0.3	2.021e+04	0.334	cellular component disassembly
133	238	127	0.1	0.3	1.973e+04	0.124	regulation of endopeptidase activity
134	34	24	0.1	0.3	2.947e+02	0.37	carbohydrate derivative transport
135	187	133	0.09969	0.16075	8.455e+03	0.152	nuclear transport
136	231	155	0.09896	0.19926	1.427e+04	0.26	small molecule catabolic process
137	69	43	0.09667	0.14557	1.457e+03	0.319	response to starvation
138	184	128	0.09559	0.18118	8.555e+03	0.406	regulation of mitotic cell cycle phase transition
139	56	35	0.0953	0.2859	9.602e+02	0.248	monovalent inorganic cation homeostasis
140	120	81	0.09402	0.28206	3.879e+03	0.165	glucose metabolic process
141	220	103	0.09314	0.20365	1.852e+04	-0.046	positive regulation of protein serine/threonine kinase activity
142	36	27	0.09167	0.20149	2.876e+02	0.917	digestive system process
143	210	100	0.09164	0.16577	1.672e+04	-0.102	response to hypoxia
144	56	33	0.08713	0.21127	1.029e+03	0.167	body fluid secretion
145	26	20	0.0863	0.13196	1.415e+02	0.206	protein sumoylation
146	65	40	0.08493	0.20884	1.315e+03	0.095	neural tube closure
147	20	16	0.08393	0.2518	7.480e+01	0.318	zinc ion transport
148	125	69	0.0839	0.1616	5.378e+03	0.396	hormone metabolic process
149	361	178	0.08351	0.17504	4.731e+04	0.041	regulation of protein serine/threonine kinase activity
150	188	98	0.07742	0.23225	1.263e+04	0.077	protein processing
151	234	133	0.07606	0.14966	1.805e+04	0.023	response to oxidative stress
152	124	59	0.07524	0.22571	5.906e+03	0.051	response to bacterium
153	37	31	0.07372	0.13617	2.069e+02	0.515	monosaccharide catabolic process
154	67	39	0.0733	0.2199	1.487e+03	-0.124	reactive oxygen species metabolic process
155	95	77	0.07135	0.21406	1.538e+03	0.443	single-organism carbohydrate catabolic process
156	144	73	0.07065	0.20448	7.608e+03	-0.09	glycosaminoglycan metabolic process
157	100	53	0.06825	0.19274	3.577e+03	-0.1	regulation of carbohydrate metabolic process
158	111	82	0.06822	0.11208	2.772e+03	0.207	macromolecule methylation
159	70	61	0.06682	0.08697	5.891e+02	0.763	DNA conformation change
160	38	31	0.06602	0.17517	2.447e+02	0.506	purine nucleobase metabolic process
161	57	44	0.06578	0.11094	6.589e+02	0.324	DNA modification
162	92	57	0.06544	0.19581	2.596e+03	0.307	regulation of microtubule-based process
163	305	174	0.06506	0.19519	3.027e+04	0.106	alcohol metabolic process
164	137	70	0.06376	0.13437	6.856e+03	0.039	regulation of peptide hormone secretion
165	216	143	0.06281	0.08831	1.278e+04	0.162	covalent chromatin modification
166	104	47	0.06011	0.18034	4.311e+03	0.0	negative regulation of leukocyte activation
167	122	88	0.0592	0.11427	3.530e+03	0.179	methylation
168	92	52	0.05666	0.13772	2.869e+03	0.059	central nervous system development
169	134	70	0.05611	0.16834	6.456e+03	0.099	negative regulation of response to external stimulus
170	110	67	0.0557	0.08594	3.776e+03	0.058	lipid modification
171	174	107	0.05547	0.0976	9.242e+03	0.424	regulation of cell division
172	96	58	0.05517	0.0818	2.911e+03	0.189	steroid biosynthetic process
173	35	23	0.05425	0.15844	3.534e+02	0.43	cerebral cortex development
174	73	39	0.05322	0.0919	1.905e+03	-0.115	canonical Wnt signaling pathway
175	104	81	0.05302	0.09195	2.110e+03	0.248	ATP metabolic process
176	49	34	0.05286	0.10446	6.270e+02	0.333	organophosphate ester transport
177	30	15	0.05285	0.05866	3.448e+02	0.146	activation of Ras GTPase activity
178	221	105	0.05262	0.13306	1.851e+04	-0.041	activation of protein kinase activity
179	69	43	0.05232	0.15697	1.457e+03	0.386	cellular response to nutrient levels
180	53	42	0.04922	0.14617	5.252e+02	0.733	cell cycle phase
181	140	93	0.04864	0.14591	5.401e+03	0.075	mitochondrion organization
182	71	62	0.04696	0.13818	5.979e+02	0.739	meiotic cell cycle process
183	61	33	0.04692	0.09781	1.321e+03	-0.082	protein heterooligomerization
184	177	107	0.04443	0.12683	9.756e+03	0.259	negative regulation of organelle organization
185	53	24	0.04421	0.0865	1.134e+03	-0.269	striated muscle contraction
186	290	187	0.04315	0.12944	2.371e+04	0.317	regulation of mitotic cell cycle
187	30	23	0.04304	0.06419	1.892e+02	0.331	DNA alkylation & DNA methylation
188	24	15	0.04232	0.12202	1.805e+02	0.097	regulation of glycoprotein biosynthetic process
189	22	10	0.04157	0.09906	2.005e+02	0.08	activation of Rho GTPase activity
190	333	180	0.03934	0.11054	3.774e+04	0.054	response to other organism
191	183	130	0.03925	0.08252	8.122e+03	0.15	nucleocytoplasmic transport
192	96	47	0.03916	0.10319	3.491e+03	-0.031	axonogenesis
193	20	14	0.03903	0.07778	1.057e+02	0.237	establishment or maintenance of apical/basal cell polarity & establishment or maintenance of bipolar cell polarity
194	129	66	0.03743	0.03668	6.080e+03	0.01	cell cycle arrest
195	129	70	0.03709	0.08214	5.809e+03	-0.017	regulation of cellular component size
196	378	262	0.03668	0.06703	3.535e+04	0.248	chromatin modification
197	137	104	0.03666	0.10023	3.920e+03	0.656	cell cycle checkpoint
198	21	18	0.03659	0.05728	6.082e+01	0.469	ether metabolic process
199	93	71	0.03625	0.05442	1.793e+03	0.204	nuclear export
200	33	15	0.03621	0.05461	4.443e+02	-0.11	negative regulation of blood coagulation & negative regulation of hemostasis
201	106	56	0.03584	0.10753	4.024e+03	-0.047	regulation of protein polymerization
202	112	50	0.03571	0.09531	5.031e+03	-0.025	negative regulation of cell activation
203	81	62	0.03407	0.05858	1.354e+03	0.2	DNA-templated transcription, termination
204	132	104	0.03393	0.09429	3.259e+03	0.293	purine nucleoside monophosphate metabolic process
205	26	19	0.03316	0.0625	1.615e+02	0.291	negative regulation of chromatin modification
206	193	116	0.03304	0.0661	1.165e+04	0.06	lipid catabolic process
207	47	26	0.03146	0.08405	7.736e+02	0.266	regulation of kidney development
208	88	51	0.03082	0.0583	2.563e+03	0.024	neuron migration
209	152	77	0.03063	0.06831	8.471e+03	-0.077	aminoglycan metabolic process
210	206	111	0.03	0.06359	1.473e+04	-0.004	ion transmembrane transport
211	23	18	0.02999	0.04606	1.057e+02	1.03	keratinization
212	26	16	0.02993	0.0898	2.153e+02	0.056	chloride transport
213	104	48	0.02944	0.05715	4.253e+03	-0.045	defense response to bacterium
214	21	14	0.02932	0.06908	1.267e+02	0.899	regulation of calcium ion-dependent exocytosis
