Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Term Name
1	41	19	1.0	0.0	6.751e+02	0.448	cell fate specification
2	140	58	1.0	0.0	8.276e+03	0.436	xenobiotic metabolic process
3	38	23	1.0	0.0	4.656e+02	1.478	digestion
4	98	47	1.0	0.0	3.719e+03	0.569	epidermis development
5	33	17	0.99908	0.00276	4.086e+02	0.667	placenta development
6	20	11	0.99326	0.02022	1.449e+02	0.547	calcium-independent cell-cell adhesion
7	172	93	0.91868	0.12613	1.046e+04	0.635	DNA replication
8	49	25	0.73396	0.40921	8.997e+02	0.972	O-glycan processing
9	75	46	0.73023	0.41834	1.767e+03	0.669	nucleosome assembly
10	292	141	0.7	0.45826	3.251e+04	0.688	nuclear division
11	49	23	0.64338	0.3303	9.525e+02	0.314	secretion by tissue
12	66	30	0.61834	0.4046	1.755e+03	0.795	collagen catabolic process
13	24	11	0.61326	0.30494	2.368e+02	0.466	tumor necrosis factor-mediated signaling pathway
14	32	15	0.55468	0.45831	4.106e+02	0.332	peripheral nervous system development
15	171	93	0.48806	0.44924	1.029e+04	0.723	chromosome organization
16	100	48	0.44554	0.46177	3.869e+03	0.425	carbohydrate catabolic process
17	95	47	0.44089	0.45267	3.424e+03	0.443	single-organism carbohydrate catabolic process
18	34	20	0.4404	0.40055	3.857e+02	0.49	cell-cell recognition
19	21	12	0.4171	0.42515	1.539e+02	0.778	sympathetic nervous system development
20	53	25	0.38408	0.42502	1.109e+03	0.733	cell cycle phase
21	56	22	0.35198	0.33916	1.383e+03	0.248	monovalent inorganic cation homeostasis
22	99	49	0.31931	0.34653	3.716e+03	0.428	cellular amino acid biosynthetic process
23	63	32	0.30806	0.36585	1.486e+03	0.465	alpha-amino acid biosynthetic process
24	46	19	0.30162	0.30609	9.105e+02	0.419	cellular response to starvation
25	23	12	0.28498	0.32875	1.989e+02	0.573	regulation of mesonephros development
26	26	18	0.2822	0.37263	1.809e+02	0.596	sperm-egg recognition
27	71	40	0.27027	0.33141	1.734e+03	0.739	meiotic cell cycle process
28	21	9	0.26983	0.20638	1.909e+02	0.899	regulation of calcium ion-dependent exocytosis
29	69	31	0.26709	0.41078	1.932e+03	0.707	protein O-linked glycosylation
30	25	16	0.25288	0.32994	1.899e+02	1.3	regulation of chromosome segregation
31	21	16	0.24845	0.38569	9.596e+01	1.584	sister chromatid segregation
32	20	14	0.23061	0.34928	1.060e+02	0.546	binding of sperm to zona pellucida
33	188	84	0.20728	0.39694	1.422e+04	0.341	alpha-amino acid metabolic process
34	74	33	0.20127	0.39938	2.230e+03	0.66	extracellular matrix disassembly
35	223	107	0.2	0.4	1.909e+04	0.706	mitotic nuclear division
36	45	18	0.19274	0.27575	8.885e+02	0.321	regulation of pH
37	73	32	0.186	0.28652	2.194e+03	0.734	multicellular organismal catabolic process
38	24	10	0.17316	0.26248	2.518e+02	0.413	ephrin receptor signaling pathway
39	44	32	0.168	0.34353	4.626e+02	1.016	chromatin assembly or disassembly
40	20	11	0.16692	0.18412	1.449e+02	0.782	regulation of branching involved in ureteric bud morphogenesis
41	52	27	0.16581	0.26228	9.995e+02	0.421	glutamine family amino acid metabolic process
42	37	14	0.151	0.19559	6.231e+02	0.452	bile acid metabolic process
43	38	18	0.14536	0.17312	5.723e+02	0.338	excretion
44	22	13	0.13398	0.16606	1.629e+02	0.465	sulfur compound transport
45	41	25	0.12646	0.29052	5.364e+02	0.731	recombinational repair
46	21	13	0.12539	0.14512	1.409e+02	0.469	ether metabolic process
47	22	19	0.10463	0.14746	6.398e+01	1.09	DNA replication initiation
48	74	30	0.10162	0.1872	2.361e+03	0.509	biological phase
