Creation Time:	2022-11-02 00:18:40

INPUT:
Annotations file:	data/GOhuman_ft_named.txt
Gene file:	data/GSE87340_tumor_normal_log2fc-overexp.txt
lower limit annotations/process:	20
upper limit annotations/process:	500
k (number of perturbed categories):	0 (i.e., each perturbed gene in its own category)
threshold:	0
threshold type:	levels
belief:	1.0
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	1
burnin steps:	5000
MCMC steps:	50000
Maximal value for alpha and beta:	0.3548387096774194
Maximal possible value for alpha and beta:	0.3548387096774194
Probability parameter change:	0.2
seed for RNG:	598863951

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2506
Total number of genes:	12189
Number of perturbed genes:	6430
Proportion perturbed genes:	0.5275248174583641

OUTPUT:
Learnt parameters:
alpha (FPR):	0.3548387096774194
beta (FNR):	0.3016129032258065
q (penalization parameter):	0.0003990422984836393


Best log-likelihood value (mean +- standard deviation across replicates):	-8497.787256891337 +- 0.0

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Term Name
1	369	249	1.0	0.0	3.534e+04	0.093	mRNA processing
2	255	235	1.0	0.0	4.724e+03	0.31	translation
3	188	130	1.0	0.0	9.021e+03	0.142	protein folding
4	97	74	1.0	0.0	1.953e+03	0.176	mitochondrial transport
5	135	109	1.0	0.0	3.126e+03	0.144	electron transport chain
6	248	164	1.0	0.0	1.678e+04	0.141	protein catabolic process
7	289	234	1.0	0.0	1.382e+04	0.229	ncRNA metabolic process
8	110	80	1.0	0.0	2.824e+03	0.455	protein-DNA complex assembly
9	380	268	0.97694	0.0	3.450e+04	0.327	mitotic cell cycle
10	65	47	0.89168	0.0	1.009e+03	0.348	nucleobase metabolic process
11	190	135	0.87354	0.0	8.738e+03	0.317	post-translational protein modification
12	292	172	0.82552	0.0	2.687e+04	0.154	male gamete generation
13	170	109	0.79192	0.0	8.353e+03	0.061	Golgi vesicle transport
14	70	46	0.78222	0.0	1.392e+03	0.764	collagen catabolic process
15	40	29	0.7476	0.0	3.839e+02	0.126	transcription from RNA polymerase III promoter
16	90	59	0.68136	0.0	2.299e+03	0.244	transition metal ion transport
17	363	261	0.64432	0.0	3.032e+04	0.241	DNA repair
18	196	126	0.6242	0.0	1.102e+04	0.213	monosaccharide metabolic process
19	395	265	0.5397	0.0	4.074e+04	0.213	cellular amino acid metabolic process
20	47	33	0.48252	0.0	5.645e+02	0.175	pigment biosynthetic process
21	111	80	0.38156	0.0	2.933e+03	0.334	carbohydrate catabolic process
22	84	66	0.37856	0.0	1.344e+03	0.519	chromosome segregation
23	184	108	0.36248	0.0	1.088e+04	0.063	organic acid transport & carboxylic acid transport
24	174	123	0.36062	0.0	7.423e+03	0.257	DNA recombination
25	175	127	0.35568	0.0	7.101e+03	0.365	DNA replication
26	32	22	0.35392	0.0	2.748e+02	0.223	execution phase of apoptosis
27	180	114	0.35196	0.0	9.510e+03	0.104	coenzyme metabolic process
28	55	49	0.29272	0.0	3.135e+02	0.268	ribonucleoprotein complex biogenesis
29	43	28	0.292	0.0	5.380e+02	0.002	neutral lipid biosynthetic process & acylglycerol biosynthetic process
30	102	74	0.28984	0.0	2.445e+03	0.42	cellular amino acid biosynthetic process
31	99	74	0.26018	0.0	2.147e+03	0.224	signal transduction in response to DNA damage
32	68	50	0.25276	0.0	1.062e+03	0.277	pyruvate metabolic process
33	226	147	0.24628	0.0	1.434e+04	0.349	mitotic nuclear division
34	155	91	0.22722	0.0	7.751e+03	0.295	skeletal system development
35	74	61	0.22548	0.0	8.758e+02	0.241	cellular component biogenesis
36	198	128	0.18994	0.0	1.115e+04	0.231	alpha-amino acid metabolic process
37	28	20	0.16464	0.0	1.963e+02	0.218	negative regulation of chromatin modification
38	43	26	0.14316	0.0	5.928e+02	0.071	histone H3 acetylation
39	75	54	0.1379	0.0	1.352e+03	0.325	DNA conformation change
40	92	58	0.13602	0.0	2.538e+03	0.084	coenzyme biosynthetic process
41	244	155	0.12646	0.0	1.724e+04	0.217	protein glycosylation & macromolecule glycosylation
42	36	29	0.1233	0.0	2.308e+02	0.439	DNA packaging
43	149	91	0.11706	0.0	6.858e+03	0.047	cellular amide metabolic process
44	62	42	0.11326	0.0	1.042e+03	0.2	DNA modification
45	72	54	0.10146	0.0	1.133e+03	0.227	DNA catabolic process
46	305	191	0.10006	0.0	2.722e+04	0.316	nuclear division
47	57	41	0.09758	0.0	7.870e+02	0.127	oxidoreduction coenzyme metabolic process
48	41	28	0.09288	0.0	4.536e+02	0.032	triglyceride biosynthetic process
49	72	54	0.089	0.0	1.133e+03	0.218	ribonucleoside monophosphate biosynthetic process
50	37	27	0.08524	0.0	3.244e+02	0.211	vesicle coating
51	77	48	0.08418	0.0	1.810e+03	0.664	multicellular organismal catabolic process
52	55	40	0.07892	0.0	7.157e+02	0.148	proton transport
53	27	17	0.0783	0.0	2.252e+02	0.044	positive regulation of autophagy
54	137	92	0.0759	0.0	5.083e+03	0.133	response to topologically incorrect protein
55	82	52	0.07572	0.0	2.005e+03	0.152	regulation of proteolysis involved in cellular protein catabolic process
56	32	27	0.07552	0.0	1.503e+02	0.282	ribosome biogenesis
57	83	47	0.07284	0.0	2.335e+03	0.04	internal peptidyl-lysine acetylation
58	28	18	0.06838	0.0	2.352e+02	0.83	keratinization
59	49	37	0.06632	0.0	5.195e+02	0.2	ribonucleoside triphosphate biosynthetic process
60	24	18	0.06556	0.0	1.296e+02	0.355	alditol metabolic process
61	252	157	0.06418	0.0	1.885e+04	0.106	nucleoside triphosphate metabolic process
62	105	62	0.0629	0.0	3.565e+03	0.106	regulation of gene expression, epigenetic
63	70	51	0.06182	0.0	1.149e+03	0.213	nucleic acid phosphodiester bond hydrolysis
64	124	72	0.06068	0.0	5.044e+03	0.047	peptidyl-lysine modification
65	238	148	0.05444	0.0	1.689e+04	0.088	purine nucleoside triphosphate metabolic process
66	25	18	0.05416	0.0	1.545e+02	0.156	negative regulation of histone modification
67	60	36	0.05354	0.0	1.156e+03	0.166	tetrapyrrole metabolic process
68	57	34	0.05276	0.0	1.051e+03	0.495	digestion
69	40	24	0.05264	0.0	5.184e+02	0.164	negative regulation of chromosome organization
70	65	46	0.04852	0.0	1.056e+03	0.198	positive regulation of nuclease activity
71	55	33	0.04838	0.0	9.732e+02	0.355	keratinocyte differentiation
72	40	28	0.04748	0.0	4.128e+02	-0.008	glycolipid biosynthetic process
73	45	35	0.04536	0.0	4.035e+02	0.209	purine nucleoside triphosphate biosynthetic process
74	88	66	0.0434	0.0	1.686e+03	0.229	DNA damage response, signal transduction by p53 class mediator
75	120	88	0.04234	0.0	3.291e+03	0.167	ribonucleoprotein complex assembly
76	81	56	0.0423	0.0	1.708e+03	0.236	meiotic cell cycle process
77	39	25	0.04188	0.0	4.537e+02	0.071	porphyrin-containing compound metabolic process
78	20	13	0.04166	0.0	1.197e+02	0.629	positive regulation of tissue remodeling
79	29	20	0.0389	0.0	2.251e+02	0.141	heme metabolic process
80	60	38	0.03702	0.0	1.082e+03	0.103	regulation of proteasomal ubiquitin-dependent protein catabolic process
81	101	66	0.03676	0.0	2.902e+03	0.312	chromatin remodeling
82	31	21	0.03478	0.0	2.649e+02	0.211	central nervous system neuron development
83	22	14	0.03428	0.0	1.486e+02	-0.015	regulation of intracellular estrogen receptor signaling pathway
84	25	22	0.03268	0.0	7.274e+01	0.247	C-terminal protein lipidation
85	122	70	0.0325	0.0	4.943e+03	0.062	GTP metabolic process
86	60	42	0.03146	0.0	9.206e+02	0.246	pigment metabolic process
87	59	36	0.03038	0.0	1.097e+03	0.418	cell fate specification
88	32	19	0.0283	0.0	3.377e+02	0.064	anterior/posterior axis specification
89	30	20	0.02692	0.0	2.550e+02	0.336	cell-cell signaling involved in cell fate commitment
90	37	23	0.02626	0.0	4.260e+02	0.099	neural precursor cell proliferation
91	89	53	0.02556	0.0	2.546e+03	0.056	internal protein amino acid acetylation
92	78	48	0.0245	0.0	1.887e+03	0.108	dicarboxylic acid metabolic process
93	29	17	0.02434	0.0	2.820e+02	0.158	pyrimidine nucleotide biosynthetic process
94	24	18	0.02236	0.0	1.296e+02	0.129	protein export from nucleus
95	238	149	0.01972	0.0	1.674e+04	0.09	ribonucleoside triphosphate metabolic process
96	24	15	0.01876	0.0	1.805e+02	0.045	transcription initiation from RNA polymerase I promoter
97	21	15	0.0182	0.0	1.117e+02	0.082	heme biosynthetic process
98	20	12	0.0171	0.0	1.327e+02	0.252	regulation of keratinocyte differentiation
99	29	17	0.01684	0.0	2.820e+02	0.354	intermediate filament cytoskeleton organization
100	34	20	0.01616	0.0	3.844e+02	0.148	axon cargo transport
101	28	18	0.01556	0.0	2.352e+02	0.073	ceramide biosynthetic process
102	57	30	0.01542	0.0	1.181e+03	0.024	positive regulation of peptide secretion
103	81	58	0.01506	0.0	1.594e+03	0.158	DNA-templated transcription, elongation
104	37	24	0.01442	0.0	4.021e+02	0.317	carbohydrate derivative transport
105	30	24	0.01416	0.0	1.653e+02	0.484	chromosome condensation
106	82	57	0.01406	0.0	1.732e+03	0.16	purine nucleoside biosynthetic process & purine ribonucleoside biosynthetic process
107	36	20	0.01402	0.0	4.550e+02	0.029	histone lysine methylation
108	31	19	0.0138	0.0	3.058e+02	0.245	pyrimidine nucleoside biosynthetic process
109	29	19	0.01366	0.0	2.451e+02	0.327	developmental induction
110	82	60	0.01344	0.0	1.557e+03	0.105	DNA-templated transcription, termination
111	50	31	0.0134	0.0	7.751e+02	0.107	regulation of DNA repair
112	188	113	0.01298	0.0	1.106e+04	0.115	organic acid catabolic process & carboxylic acid catabolic process
113	115	68	0.01294	0.0	4.262e+03	0.072	macromolecule methylation
114	31	19	0.01192	0.0	3.058e+02	0.083	phosphatidic acid biosynthetic process & phosphatidic acid metabolic process
115	53	36	0.01102	0.0	7.607e+02	0.153	pyridine-containing compound metabolic process
116	27	16	0.01076	0.0	2.422e+02	0.024	positive regulation of DNA repair
117	32	27	0.00998	0.0	1.503e+02	0.383	dolichol-linked oligosaccharide biosynthetic process
118	28	14	0.00998	0.0	3.010e+02	-0.135	regulation of cell fate commitment
119	28	19	0.00972	0.0	2.162e+02	0.103	porphyrin-containing compound biosynthetic process
120	121	77	0.0095	0.0	4.311e+03	0.086	cofactor biosynthetic process
121	107	104	0.00824	0.0	3.138e+02	0.32	protein targeting to ER
122	94	64	0.00782	0.0	2.357e+03	0.102	RNA 3'-end processing
123	34	28	0.00722	0.0	1.891e+02	0.484	base-excision repair
124	25	14	0.00722	0.0	2.203e+02	0.237	glucosamine-containing compound metabolic process
125	114	75	0.0072	0.0	3.651e+03	0.158	response to endoplasmic reticulum stress
126	29	20	0.00718	0.0	2.251e+02	0.282	DNA duplex unwinding
127	31	21	0.00716	0.0	2.649e+02	0.122	tetrapyrrole biosynthetic process
128	33	19	0.00706	0.0	3.705e+02	0.132	DNA alkylation & DNA methylation
129	45	23	0.00706	0.0	7.559e+02	0.047	positive regulation of insulin secretion
130	22	14	0.00674	0.0	1.486e+02	0.213	pyrimidine ribonucleoside biosynthetic process
131	21	15	0.00654	0.0	1.117e+02	0.102	nucleotide-excision repair, DNA damage removal & DNA excision
132	30	17	0.00648	0.0	3.119e+02	0.041	regulation of organ formation
133	97	83	0.0063	0.0	1.250e+03	0.152	respiratory electron transport chain
134	120	76	0.00614	0.0	4.268e+03	0.337	regulation of nuclear division
135	86	54	0.00614	0.0	2.232e+03	0.129	regulation of cellular protein catabolic process
136	130	87	0.00584	0.0	4.608e+03	0.12	response to unfolded protein
