Creation Time:	2022-11-01 16:17:19

INPUT:
Annotations file:	data/GOhuman_ft_named.txt
Gene file:	data/GSE87340_tumor_normal_log2fc-overexp.txt
lower limit annotations/process:	20
upper limit annotations/process:	500
k (number of perturbed categories):	0 (i.e., each perturbed gene in its own category)
threshold:	0
threshold type:	levels
belief:	1.0
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	1
burnin steps:	5000
MCMC steps:	50000
Maximal value for alpha and beta:	0.3548387096774194
Maximal possible value for alpha and beta:	0.3548387096774194
Probability parameter change:	0.2
seed for RNG:	3332284918

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2506
Total number of genes:	12189
Number of perturbed genes:	6430
Proportion perturbed genes:	0.5275248174583641

OUTPUT:
Learnt parameters:
alpha (FPR):	0.3548387096774194
beta (FNR):	0.3370967741935484
q (penalization parameter):	0.0003990422984836393


Best log-likelihood value (mean +- standard deviation across replicates):	-9865.96073945225 +- 0.0

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Term Name
1	90	59	1.0	0.0	2.299e+03	0.244	transition metal ion transport
2	380	268	1.0	0.0	3.450e+04	0.327	mitotic cell cycle
3	196	126	1.0	0.0	1.102e+04	0.213	monosaccharide metabolic process
4	363	261	1.0	0.0	3.032e+04	0.241	DNA repair
5	40	29	1.0	0.0	3.839e+02	0.126	transcription from RNA polymerase III promoter
6	255	235	1.0	0.0	4.724e+03	0.31	translation
7	188	130	1.0	0.0	9.021e+03	0.142	protein folding
8	226	147	1.0	0.0	1.434e+04	0.349	mitotic nuclear division
9	135	109	1.0	0.0	3.126e+03	0.144	electron transport chain
10	190	135	1.0	0.0	8.738e+03	0.317	post-translational protein modification
11	170	109	0.99468	0.0	8.353e+03	0.061	Golgi vesicle transport
12	144	94	0.943	0.0	5.864e+03	0.048	mitochondrion organization
13	57	34	0.93362	0.0	1.051e+03	0.495	digestion
14	68	50	0.92036	0.0	1.062e+03	0.277	pyruvate metabolic process
15	248	164	0.91944	0.0	1.678e+04	0.141	protein catabolic process
16	112	68	0.91442	0.0	3.926e+03	0.099	amino acid transport
