Creation Time:	2022-11-02 10:21:36

INPUT:
Annotations file:	data/GOhuman_ft_named.txt
Gene file:	data/GSE87340_tumor_normal_log2fc-overexp.txt
lower limit annotations/process:	20
upper limit annotations/process:	500
k (number of perturbed categories):	0 (i.e., each perturbed gene in its own category)
threshold:	0
threshold type:	levels
belief:	1.0
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	25
burnin steps:	50000
MCMC steps:	50000
Maximal value for alpha and beta:	0.3548387096774194
Maximal possible value for alpha and beta:	0.3548387096774194
Probability parameter change:	0.2
seed for RNG:	3120797988

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2506
Total number of genes:	12189
Number of perturbed genes:	6430
Proportion perturbed genes:	0.5275248174583641

OUTPUT:
Learnt parameters:
alpha (FPR):	0.3548387096774194
beta (FNR):	0.3193548387096774
q (penalization parameter):	0.0003990422984836393


Best log-likelihood value (mean +- standard deviation across replicates):	-8496.86767620078 +- 3.8113696406514306

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Term Name
1	380	268	1.0	0.0	3.450e+04	0.327	mitotic cell cycle
2	363	261	1.0	0.0	3.032e+04	0.241	DNA repair
3	255	235	1.0	0.0	4.724e+03	0.31	translation
4	188	130	1.0	0.0	9.021e+03	0.142	protein folding
5	395	265	1.0	0.0	4.074e+04	0.213	cellular amino acid metabolic process
6	170	109	1.0	0.0	8.353e+03	0.061	Golgi vesicle transport
7	90	59	0.97146	0.1044	2.299e+03	0.244	transition metal ion transport
8	190	135	0.9668	0.16265	8.738e+03	0.317	post-translational protein modification
9	289	234	0.90872	0.22393	1.382e+04	0.229	ncRNA metabolic process
10	248	164	0.84738	0.19196	1.678e+04	0.141	protein catabolic process
11	135	109	0.83181	0.30804	3.126e+03	0.144	electron transport chain
12	196	126	0.785	0.37189	1.102e+04	0.213	monosaccharide metabolic process
13	40	29	0.76737	0.15669	3.839e+02	0.126	transcription from RNA polymerase III promoter
14	112	68	0.65882	0.4052	3.926e+03	0.099	amino acid transport
15	291	204	0.65432	0.38886	2.074e+04	0.107	RNA splicing
16	226	147	0.59581	0.22854	1.434e+04	0.349	mitotic nuclear division
17	97	74	0.55706	0.36627	1.953e+03	0.176	mitochondrial transport
18	234	149	0.54812	0.40136	1.583e+04	0.115	cofactor metabolic process
19	291	171	0.54753	0.40511	2.676e+04	0.153	spermatogenesis
20	144	94	0.53936	0.32809	5.864e+03	0.048	mitochondrion organization
21	84	66	0.49948	0.24864	1.344e+03	0.519	chromosome segregation
22	68	50	0.49127	0.32606	1.062e+03	0.277	pyruvate metabolic process
23	77	48	0.48969	0.39829	1.810e+03	0.664	multicellular organismal catabolic process
24	70	46	0.45278	0.4103	1.392e+03	0.764	collagen catabolic process
25	40	32	0.45199	0.26676	2.914e+02	0.481	purine nucleobase metabolic process
26	55	49	0.41579	0.39052	3.135e+02	0.268	ribonucleoprotein complex biogenesis
27	292	172	0.41427	0.40926	2.687e+04	0.154	male gamete generation
28	97	73	0.34934	0.40692	2.026e+03	0.513	nucleosome assembly
29	57	34	0.34683	0.25158	1.051e+03	0.495	digestion
30	369	249	0.34621	0.38921	3.534e+04	0.093	mRNA processing
31	48	32	0.31042	0.24111	6.450e+02	0.28	pyrimidine nucleoside metabolic process
32	184	108	0.30057	0.38706	1.088e+04	0.063	organic acid transport & carboxylic acid transport
33	137	92	0.29974	0.28311	5.083e+03	0.133	response to topologically incorrect protein
34	60	42	0.29112	0.31519	9.206e+02	0.246	pigment metabolic process
35	74	61	0.27826	0.35599	8.758e+02	0.241	cellular component biogenesis
36	48	37	0.27596	0.36785	4.709e+02	0.206	establishment of protein localization to mitochondrion
37	110	80	0.24087	0.32494	2.824e+03	0.455	protein-DNA complex assembly
38	119	86	0.23478	0.35079	3.346e+03	0.438	nucleosome organization
39	41	28	0.22214	0.21157	4.536e+02	0.032	triglyceride biosynthetic process
40	82	52	0.22039	0.18938	2.005e+03	0.152	regulation of proteolysis involved in cellular protein catabolic process
41	32	27	0.21023	0.2716	1.503e+02	0.282	ribosome biogenesis
42	65	47	0.20922	0.25412	1.009e+03	0.348	nucleobase metabolic process
43	32	22	0.20906	0.23497	2.748e+02	0.223	execution phase of apoptosis
44	99	74	0.19946	0.16446	2.147e+03	0.224	signal transduction in response to DNA damage
45	55	33	0.19235	0.20401	9.732e+02	0.355	keratinocyte differentiation
46	223	125	0.18408	0.18285	1.663e+04	0.067	covalent chromatin modification
47	28	18	0.17782	0.14649	2.352e+02	0.073	ceramide biosynthetic process
48	132	93	0.17618	0.2779	4.330e+03	0.397	protein-DNA complex subunit organization
49	59	36	0.17565	0.15873	1.097e+03	0.418	cell fate specification
50	35	27	0.16367	0.17759	2.518e+02	0.198	regulation of DNA-templated transcription, elongation
51	97	83	0.15968	0.29975	1.250e+03	0.152	respiratory electron transport chain
52	81	58	0.1577	0.1516	1.594e+03	0.158	DNA-templated transcription, elongation
53	89	53	0.15263	0.20813	2.546e+03	0.056	internal protein amino acid acetylation
54	111	80	0.14538	0.29561	2.933e+03	0.334	carbohydrate catabolic process
55	127	75	0.13126	0.14806	5.195e+03	0.053	methylation
