Creation Time:	2022-11-01 16:15:47

INPUT:
Annotations file:	data/GOhuman_ft_named.txt
Gene file:	data/GSE87340_tumor_normal_log2fc-overexp.txt
lower limit annotations/process:	20
upper limit annotations/process:	500
k (number of perturbed categories):	0 (i.e., each perturbed gene in its own category)
threshold:	0
threshold type:	levels
belief:	1.0
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	1
burnin steps:	5000
MCMC steps:	50000
Maximal value for alpha and beta:	0.3548387096774194
Maximal possible value for alpha and beta:	0.3548387096774194
Probability parameter change:	0.2
seed for RNG:	3998004658

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2506
Total number of genes:	12189
Number of perturbed genes:	6430
Proportion perturbed genes:	0.5275248174583641

OUTPUT:
Learnt parameters:
alpha (FPR):	0.3548387096774194
beta (FNR):	0.3016129032258065
q (penalization parameter):	0.0003990422984836393


Best log-likelihood value (mean +- standard deviation across replicates):	-8508.717588065361 +- 0.0

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Term Name
1	380	268	1.0	0.0	3.450e+04	0.327	mitotic cell cycle
2	363	261	1.0	0.0	3.032e+04	0.241	DNA repair
3	255	235	1.0	0.0	4.724e+03	0.31	translation
4	188	130	1.0	0.0	9.021e+03	0.142	protein folding
5	395	265	1.0	0.0	4.074e+04	0.213	cellular amino acid metabolic process
6	291	204	1.0	0.0	2.074e+04	0.107	RNA splicing
7	97	83	1.0	0.0	1.250e+03	0.152	respiratory electron transport chain
8	201	161	1.0	0.0	7.056e+03	0.219	ncRNA processing
9	190	135	1.0	0.0	8.738e+03	0.317	post-translational protein modification
10	55	49	0.92728	0.0	3.135e+02	0.268	ribonucleoprotein complex biogenesis
11	90	59	0.90006	0.0	2.299e+03	0.244	transition metal ion transport
12	97	74	0.82048	0.0	1.953e+03	0.176	mitochondrial transport
13	234	149	0.79868	0.0	1.583e+04	0.115	cofactor metabolic process
14	110	80	0.7717	0.0	2.824e+03	0.455	protein-DNA complex assembly
15	291	171	0.71868	0.0	2.676e+04	0.153	spermatogenesis
16	226	147	0.64538	0.0	1.434e+04	0.349	mitotic nuclear division
17	144	94	0.6248	0.0	5.864e+03	0.048	mitochondrion organization
18	111	80	0.55078	0.0	2.933e+03	0.334	carbohydrate catabolic process
19	220	122	0.54018	0.0	1.635e+04	0.058	histone modification
20	196	126	0.47622	0.0	1.102e+04	0.213	monosaccharide metabolic process
21	170	109	0.448	0.0	8.353e+03	0.061	Golgi vesicle transport
22	112	68	0.44096	0.0	3.926e+03	0.099	amino acid transport
23	65	47	0.42794	0.0	1.009e+03	0.348	nucleobase metabolic process
24	77	48	0.40678	0.0	1.810e+03	0.664	multicellular organismal catabolic process
25	248	164	0.3867	0.0	1.678e+04	0.141	protein catabolic process
26	137	92	0.32136	0.0	5.083e+03	0.133	response to topologically incorrect protein
27	40	32	0.27316	0.0	2.914e+02	0.481	purine nucleobase metabolic process
28	97	73	0.2283	0.0	2.026e+03	0.513	nucleosome assembly
29	121	77	0.20132	0.0	4.311e+03	0.086	cofactor biosynthetic process
30	40	29	0.1853	0.0	3.839e+02	0.126	transcription from RNA polymerase III promoter
31	23	19	0.1814	0.0	8.672e+01	0.165	retrograde vesicle-mediated transport, Golgi to ER
32	48	37	0.17952	0.0	4.709e+02	0.206	establishment of protein localization to mitochondrion
33	81	58	0.17646	0.0	1.594e+03	0.158	DNA-templated transcription, elongation
34	86	50	0.1751	0.0	2.440e+03	0.529	multicellular organismal macromolecule metabolic process
35	68	50	0.16042	0.0	1.062e+03	0.277	pyruvate metabolic process
36	30	20	0.14352	0.0	2.550e+02	0.336	cell-cell signaling involved in cell fate commitment
37	130	87	0.13584	0.0	4.608e+03	0.12	response to unfolded protein
38	48	32	0.11346	0.0	6.450e+02	0.28	pyrimidine nucleoside metabolic process
39	57	34	0.10832	0.0	1.051e+03	0.495	digestion
40	96	65	0.10248	0.0	2.480e+03	0.154	ribonucleoside biosynthetic process
41	80	48	0.10068	0.0	2.044e+03	0.593	collagen metabolic process
42	32	21	0.08336	0.0	2.968e+02	0.198	pyrimidine ribonucleoside metabolic process
43	32	22	0.08238	0.0	2.748e+02	0.223	execution phase of apoptosis
44	101	66	0.07654	0.0	2.902e+03	0.312	chromatin remodeling
45	70	46	0.07512	0.0	1.392e+03	0.764	collagen catabolic process
46	62	42	0.07236	0.0	1.042e+03	0.2	DNA modification
47	61	50	0.07018	0.0	6.117e+02	0.249	RNA modification
48	393	223	0.0679	0.0	4.987e+04	0.099	chromatin modification
49	184	108	0.05904	0.0	1.088e+04	0.063	organic acid transport & carboxylic acid transport
50	87	59	0.05822	0.0	2.036e+03	0.139	cellular response to topologically incorrect protein
51	54	35	0.05444	0.0	8.501e+02	0.159	cell redox homeostasis
52	41	26	0.05432	0.0	5.083e+02	0.201	pyrimidine nucleotide metabolic process
53	81	54	0.05078	0.0	1.818e+03	0.14	endoplasmic reticulum unfolded protein response
54	84	66	0.04954	0.0	1.344e+03	0.519	chromosome segregation
55	70	43	0.04666	0.0	1.526e+03	0.142	pyrimidine-containing compound metabolic process
