Creation Time:	2022-09-09 15:29:27

INPUT:
Annotations file:	data/GOhuman_ft_named.txt
Gene file:	data/GSE87340_tumor_normal_log2fc-overexp.txt
lower limit annotations/process:	20
upper limit annotations/process:	500
k (number of perturbed categories):	0 (i.e., each perturbed gene in its own category)
threshold:	0.3
threshold type:	proportion
belief:	4.0
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	1
burnin steps:	5000
MCMC steps:	50000
Maximal value for alpha and beta:	0.3548387096774194
Maximal possible value for alpha and beta:	0.3548387096774194
Probability parameter change:	0.2
seed for RNG:	3480307401

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2506
Total number of genes:	12189
Number of perturbed genes:	3657
Proportion perturbed genes:	0.3000246123554024

OUTPUT:
Learnt parameters:
alpha (FPR):	0.2838709677419355
beta (FNR):	0.3548387096774194
q (penalization parameter):	0.007182761372705506


Best log-likelihood value (mean +- standard deviation across replicates):	-7640.612139810029 +- 0.0

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Term Name
1	97	54	1.0	0.0	3.261e+03	0.513	nucleosome assembly
2	84	46	1.0	0.0	2.485e+03	0.519	chromosome segregation
3	102	56	1.0	0.0	3.649e+03	0.42	cellular amino acid biosynthetic process
4	57	28	0.98858	0.0	1.247e+03	0.495	digestion
5	51	23	0.9503	0.0	1.058e+03	0.59	O-glycan processing
6	109	48	0.90838	0.0	4.853e+03	0.5	epidermis development
7	70	40	0.88902	0.0	1.663e+03	0.764	collagen catabolic process
8	40	24	0.83568	0.0	5.205e+02	0.481	purine nucleobase metabolic process
9	20	11	0.83336	0.0	1.449e+02	0.586	calcium-independent cell-cell adhesion
10	35	21	0.79888	0.0	3.997e+02	0.615	DNA strand elongation
11	25	17	0.69496	0.0	1.729e+02	0.543	regulation of mesonephros development
12	111	49	0.6172	0.0	5.025e+03	0.334	carbohydrate catabolic process
13	155	68	0.55896	0.0	9.800e+03	0.295	skeletal system development
14	22	13	0.54892	0.0	1.629e+02	0.204	regulation of astrocyte differentiation
15	23	13	0.49358	0.0	1.859e+02	0.489	regulation of transcription involved in G1/S transition of mitotic cell cycle
16	40	19	0.4706	0.0	6.323e+02	0.592	endocrine pancreas development
17	31	18	0.35174	0.0	3.258e+02	0.211	central nervous system neuron development
18	25	13	0.34564	0.0	2.348e+02	0.404	tumor necrosis factor-mediated signaling pathway
19	38	17	0.26988	0.0	5.943e+02	0.082	peripheral nervous system development
20	20	11	0.24642	0.0	1.449e+02	0.336	retinoic acid metabolic process
