Creation Time:	2022-11-29 14:31:06

INPUT:
Annotations file:	data/GOhuman_ft_named.txt
Gene file:	data/GSE87340_tumor_normal_log2fc-overexp.txt
lower limit annotations/process:	20
upper limit annotations/process:	500
k (number of perturbed categories):	0 (i.e., each perturbed gene in its own category)
threshold:	0
threshold type:	levels
belief:	10.0
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	1
burnin steps:	50000
MCMC steps:	50000
Maximal value for alpha and beta:	0.3548387096774194
Maximal possible value for alpha and beta:	0.3548387096774194
Probability parameter change:	0.2
seed for RNG:	4231604225

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2506
Total number of genes:	12189
Number of perturbed genes:	6430
Proportion perturbed genes:	0.5275248174583641

OUTPUT:
Learnt parameters:
alpha (FPR):	0.3548387096774194
beta (FNR):	0.3548387096774194
q (penalization parameter):	0.001


Best log-likelihood value (mean +- standard deviation across replicates):	-9001.79317759433 +- 0.0

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Term Name
1	90	59	1.0	0.0	2.299e+03	0.244	transition metal ion transport
2	150	115	1.0	0.0	4.560e+03	0.324	G1/S transition of mitotic cell cycle & cell cycle G1/S phase transition
3	305	191	1.0	0.0	2.722e+04	0.316	nuclear division
4	155	91	1.0	0.0	7.751e+03	0.295	skeletal system development
5	59	36	1.0	0.0	1.097e+03	0.418	cell fate specification
6	230	112	1.0	0.0	1.969e+04	0.155	regionalization
7	196	126	1.0	0.0	1.102e+04	0.213	monosaccharide metabolic process
8	376	240	1.0	0.0	3.992e+04	0.056	generation of precursor metabolites and energy
9	175	127	1.0	0.0	7.101e+03	0.365	DNA replication
10	363	261	1.0	0.0	3.032e+04	0.241	DNA repair
11	255	235	1.0	0.0	4.724e+03	0.31	translation
12	188	130	1.0	0.0	9.021e+03	0.142	protein folding
13	395	265	1.0	0.0	4.074e+04	0.213	cellular amino acid metabolic process
14	321	167	1.0	0.0	3.618e+04	-0.003	anion transport
15	97	74	1.0	0.0	1.953e+03	0.176	mitochondrial transport
16	422	177	1.0	0.0	7.105e+04	-0.115	synaptic transmission
17	57	34	1.0	0.0	1.051e+03	0.495	digestion
18	425	214	1.0	0.0	6.405e+04	-0.0	sensory perception
19	109	61	1.0	0.0	4.050e+03	0.5	epidermis development
20	20	12	1.0	0.0	1.327e+02	0.586	calcium-independent cell-cell adhesion
21	289	234	1.0	0.0	1.382e+04	0.229	ncRNA metabolic process
22	146	62	1.0	0.0	8.761e+03	-0.186	tube development
23	190	135	1.0	0.0	8.738e+03	0.317	post-translational protein modification
24	195	91	1.0	0.0	1.463e+04	0.019	regulation of hormone secretion
25	189	109	1.0	0.0	1.168e+04	0.183	regulation of cell division
26	37	23	1.0	0.0	4.260e+02	0.099	neural precursor cell proliferation
27	37	24	1.0	0.0	4.021e+02	0.317	carbohydrate derivative transport
28	478	277	1.0	0.0	7.142e+04	0.081	organonitrogen compound catabolic process
29	91	41	0.99332	0.0	3.315e+03	-0.036	odontogenesis
30	292	172	0.8584	0.0	2.687e+04	0.154	male gamete generation
31	84	37	0.85224	0.0	2.870e+03	-0.006	negative regulation of cell projection organization
32	184	125	0.84092	0.0	8.924e+03	0.319	chromosome organization
33	232	105	0.81768	0.0	2.101e+04	-0.018	steroid metabolic process
34	304	152	0.79926	0.0	3.346e+04	0.072	extracellular structure organization
35	110	80	0.78236	0.0	2.824e+03	0.455	protein-DNA complex assembly
36	137	92	0.746	0.0	5.083e+03	0.133	response to topologically incorrect protein
37	87	40	0.66596	0.0	2.994e+03	0.064	neuropeptide signaling pathway
38	55	33	0.6646	0.0	9.732e+02	0.355	keratinocyte differentiation
39	66	32	0.66138	0.0	1.673e+03	-0.025	positive regulation of leukocyte migration
40	122	64	0.62584	0.0	5.343e+03	0.079	cellular carbohydrate metabolic process
41	79	49	0.5687	0.0	1.917e+03	0.226	biological phase
42	25	15	0.55982	0.0	2.054e+02	0.404	tumor necrosis factor-mediated signaling pathway
43	63	27	0.44018	0.0	1.652e+03	-0.142	cellular response to tumor necrosis factor
44	330	190	0.39372	0.0	3.496e+04	0.021	purine ribonucleotide metabolic process
45	38	19	0.39078	0.0	5.495e+02	0.082	peripheral nervous system development
46	234	149	0.37768	0.0	1.583e+04	0.115	cofactor metabolic process
47	219	106	0.36354	0.0	1.795e+04	-0.146	response to hypoxia
48	250	123	0.3354	0.0	2.304e+04	0.107	epithelial cell differentiation
49	60	25	0.3325	0.0	1.525e+03	-0.063	regulation of leukocyte chemotaxis
