Creation Time:	2022-11-01 16:11:47

INPUT:
Annotations file:	data/GOhuman_ft_named.txt
Gene file:	data/GSE87340_tumor_normal_log2fc-overexp.txt
lower limit annotations/process:	20
upper limit annotations/process:	500
k (number of perturbed categories):	0 (i.e., each perturbed gene in its own category)
threshold:	0
threshold type:	levels
belief:	1.0
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	1
burnin steps:	5000
MCMC steps:	50000
Maximal value for alpha and beta:	0.3548387096774194
Maximal possible value for alpha and beta:	0.3548387096774194
Probability parameter change:	0.2
seed for RNG:	918473128

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2506
Total number of genes:	12189
Number of perturbed genes:	6430
Proportion perturbed genes:	0.5275248174583641

OUTPUT:
Learnt parameters:
alpha (FPR):	0.3548387096774194
beta (FNR):	0.3193548387096774
q (penalization parameter):	0.007980845969672785


Best log-likelihood value (mean +- standard deviation across replicates):	-8450.966228061487 +- 0.0

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Term Name
1	363	261	1.0	0.0	3.032e+04	0.241	DNA repair
2	255	235	1.0	0.0	4.724e+03	0.31	translation
3	188	130	1.0	0.0	9.021e+03	0.142	protein folding
4	395	265	1.0	0.0	4.074e+04	0.213	cellular amino acid metabolic process
5	97	74	1.0	0.0	1.953e+03	0.176	mitochondrial transport
6	135	109	1.0	0.0	3.126e+03	0.144	electron transport chain
7	380	268	0.97154	0.0	3.450e+04	0.327	mitotic cell cycle
8	196	126	0.96176	0.0	1.102e+04	0.213	monosaccharide metabolic process
9	170	109	0.95308	0.0	8.353e+03	0.061	Golgi vesicle transport
10	77	48	0.93096	0.0	1.810e+03	0.664	multicellular organismal catabolic process
11	248	164	0.92472	0.0	1.678e+04	0.141	protein catabolic process
12	184	108	0.8791	0.0	1.088e+04	0.063	organic acid transport & carboxylic acid transport
13	55	49	0.76888	0.0	3.135e+02	0.268	ribonucleoprotein complex biogenesis
14	55	33	0.71682	0.0	9.732e+02	0.355	keratinocyte differentiation
15	234	149	0.6886	0.0	1.583e+04	0.115	cofactor metabolic process
16	90	59	0.6717	0.0	2.299e+03	0.244	transition metal ion transport
17	84	66	0.65356	0.0	1.344e+03	0.519	chromosome segregation
18	190	135	0.63744	0.0	8.738e+03	0.317	post-translational protein modification
19	201	161	0.63344	0.0	7.056e+03	0.219	ncRNA processing
20	40	29	0.60894	0.0	3.839e+02	0.126	transcription from RNA polymerase III promoter
21	40	32	0.60002	0.0	2.914e+02	0.481	purine nucleobase metabolic process
22	220	122	0.56888	0.0	1.635e+04	0.058	histone modification
23	119	86	0.56536	0.0	3.346e+03	0.438	nucleosome organization
24	329	209	0.54516	0.0	3.097e+04	0.304	organelle fission
25	369	249	0.43156	0.0	3.534e+04	0.093	mRNA processing
26	291	171	0.41232	0.0	2.676e+04	0.153	spermatogenesis
27	137	92	0.40798	0.0	5.083e+03	0.133	response to topologically incorrect protein
28	81	58	0.39132	0.0	1.594e+03	0.158	DNA-templated transcription, elongation
29	127	75	0.38168	0.0	5.195e+03	0.053	methylation
30	289	234	0.37374	0.0	1.382e+04	0.229	ncRNA metabolic process
31	291	204	0.3402	0.0	2.074e+04	0.107	RNA splicing
32	60	42	0.3087	0.0	9.206e+02	0.246	pigment metabolic process
33	36	29	0.28528	0.0	2.308e+02	0.439	DNA packaging
34	247	157	0.27928	0.0	1.765e+04	0.215	glycosylation
35	35	27	0.27144	0.0	2.518e+02	0.198	regulation of DNA-templated transcription, elongation
36	132	93	0.27074	0.0	4.330e+03	0.397	protein-DNA complex subunit organization
37	68	50	0.26686	0.0	1.062e+03	0.277	pyruvate metabolic process
38	57	34	0.26282	0.0	1.051e+03	0.495	digestion
39	82	52	0.26198	0.0	2.005e+03	0.152	regulation of proteolysis involved in cellular protein catabolic process
40	59	36	0.2527	0.0	1.097e+03	0.418	cell fate specification
41	75	54	0.24406	0.0	1.352e+03	0.325	DNA conformation change
42	179	132	0.23472	0.0	7.155e+03	0.129	RNA splicing, via transesterification reactions
43	305	191	0.23418	0.0	2.722e+04	0.316	nuclear division
44	99	74	0.23058	0.0	2.147e+03	0.224	signal transduction in response to DNA damage
45	61	50	0.22736	0.0	6.117e+02	0.249	RNA modification
46	41	28	0.2228	0.0	4.536e+02	0.032	triglyceride biosynthetic process
47	84	49	0.21798	0.0	2.321e+03	0.019	membrane lipid biosynthetic process
48	292	172	0.20674	0.0	2.687e+04	0.154	male gamete generation
49	175	127	0.1886	0.0	7.101e+03	0.365	DNA replication
50	20	14	0.18674	0.0	1.057e+02	0.166	establishment or maintenance of apical/basal cell polarity & establishment or maintenance of bipolar cell polarity
51	111	80	0.18272	0.0	2.933e+03	0.334	carbohydrate catabolic process
52	37	22	0.18184	0.0	4.489e+02	0.068	regulation of TOR signaling
53	110	80	0.16574	0.0	2.824e+03	0.455	protein-DNA complex assembly
54	28	18	0.1619	0.0	2.352e+02	0.073	ceramide biosynthetic process
55	21	15	0.15776	0.0	1.117e+02	0.936	neuron fate specification
56	65	47	0.15174	0.0	1.009e+03	0.348	nucleobase metabolic process
57	88	66	0.14126	0.0	1.686e+03	0.229	DNA damage response, signal transduction by p53 class mediator
58	226	147	0.13986	0.0	1.434e+04	0.349	mitotic nuclear division
59	32	25	0.13646	0.0	2.031e+02	0.212	regulation of release of cytochrome c from mitochondria
60	48	30	0.13284	0.0	7.077e+02	0.188	iron ion transport
61	23	16	0.13194	0.0	1.406e+02	0.138	regulation of protein oligomerization
62	96	65	0.12866	0.0	2.480e+03	0.154	ribonucleoside biosynthetic process
63	118	84	0.12838	0.0	3.398e+03	0.221	signal transduction by p53 class mediator
64	144	94	0.12802	0.0	5.864e+03	0.048	mitochondrion organization
65	20	12	0.12286	0.0	1.327e+02	0.586	calcium-independent cell-cell adhesion
66	106	71	0.1089	0.0	3.073e+03	0.169	glycosyl compound biosynthetic process
67	126	91	0.10676	0.0	3.751e+03	0.163	ribonucleoprotein complex subunit organization
68	89	53	0.10282	0.0	2.546e+03	0.056	internal protein amino acid acetylation
69	223	125	0.10122	0.0	1.663e+04	0.067	covalent chromatin modification
70	30	20	0.09988	0.0	2.550e+02	0.336	cell-cell signaling involved in cell fate commitment
71	49	37	0.09714	0.0	5.195e+02	0.2	ribonucleoside triphosphate biosynthetic process
72	27	17	0.09682	0.0	2.252e+02	0.044	positive regulation of autophagy
73	25	18	0.09282	0.0	1.545e+02	0.543	regulation of mesonephros development
74	44	29	0.09134	0.0	5.528e+02	0.142	positive regulation of mitochondrion organization
75	43	28	0.09072	0.0	5.380e+02	0.002	neutral lipid biosynthetic process & acylglycerol biosynthetic process
76	23	14	0.09024	0.0	1.715e+02	0.147	pyrimidine ribonucleotide biosynthetic process
77	43	26	0.08882	0.0	5.928e+02	0.071	histone H3 acetylation
78	55	28	0.08756	0.0	1.128e+03	-0.032	positive regulation of peptide hormone secretion
79	82	49	0.08708	0.0	2.157e+03	-0.059	positive regulation of protein processing & positive regulation of protein maturation
