Creation Time:	2022-11-02 00:31:27

INPUT:
Annotations file:	data/GOhuman_ft_named.txt
Gene file:	data/GSE87340_tumor_normal_log2fc-overexp.txt
lower limit annotations/process:	20
upper limit annotations/process:	500
k (number of perturbed categories):	0 (i.e., each perturbed gene in its own category)
threshold:	0
threshold type:	levels
belief:	1.0
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	5
burnin steps:	50000
MCMC steps:	50000
Maximal value for alpha and beta:	0.3548387096774194
Maximal possible value for alpha and beta:	0.3548387096774194
Probability parameter change:	0.2
seed for RNG:	145797684

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2506
Total number of genes:	12189
Number of perturbed genes:	6430
Proportion perturbed genes:	0.5275248174583641

OUTPUT:
Learnt parameters:
alpha (FPR):	0.3548387096774194
beta (FNR):	0.3193548387096774
q (penalization parameter):	0.0003990422984836393


Best log-likelihood value (mean +- standard deviation across replicates):	-8493.794314053184 +- 2.552598293165802

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Term Name
1	90	59	1.0	0.0	2.299e+03	0.244	transition metal ion transport
2	380	268	1.0	0.0	3.450e+04	0.327	mitotic cell cycle
3	363	261	1.0	0.0	3.032e+04	0.241	DNA repair
4	255	235	1.0	0.0	4.724e+03	0.31	translation
5	188	130	1.0	0.0	9.021e+03	0.142	protein folding
6	135	109	1.0	0.0	3.126e+03	0.144	electron transport chain
7	289	234	1.0	0.0	1.382e+04	0.229	ncRNA metabolic process
8	190	135	1.0	0.0	8.738e+03	0.317	post-translational protein modification
9	170	109	1.0	0.0	8.353e+03	0.061	Golgi vesicle transport
10	395	265	0.99345	0.0131	4.074e+04	0.213	cellular amino acid metabolic process
11	196	126	0.9013	0.14164	1.102e+04	0.213	monosaccharide metabolic process
12	248	164	0.82683	0.32753	1.678e+04	0.141	protein catabolic process
13	234	149	0.8	0.4	1.583e+04	0.115	cofactor metabolic process
14	40	29	0.73264	0.27425	3.839e+02	0.126	transcription from RNA polymerase III promoter
15	144	94	0.60458	0.41632	5.864e+03	0.048	mitochondrion organization
