Creation Time:	2022-09-08 17:08:42

INPUT:
Annotations file:	data/GOhuman_ft_named.txt
Gene file:	data/GSE87340_tumor_normal_log2fc-overexp.txt
lower limit annotations/process:	20
upper limit annotations/process:	500
k (number of perturbed categories):	0 (i.e., each perturbed gene in its own category)
threshold:	0.3
threshold type:	proportion
belief:	10
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	1
burnin steps:	5000
MCMC steps:	50000
Maximal value for alpha and beta:	0.3548387096774194
Maximal possible value for alpha and beta:	0.3548387096774194
Probability parameter change:	0.2
seed for RNG:	2319567733

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2506
Total number of genes:	12189
Number of perturbed genes:	3657
Proportion perturbed genes:	0.3000246123554024

OUTPUT:
Learnt parameters:
alpha (FPR):	0.2838709677419355
beta (FNR):	0.3548387096774194
q (penalization parameter):	0.007980845969672785


Best log-likelihood value (mean +- standard deviation across replicates):	-7785.672923526954 +- 0.0

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Term Name
1	57	28	1.0	0.0	1.247e+03	0.495	digestion
2	109	48	1.0	0.0	4.853e+03	0.5	epidermis development
3	51	23	1.0	0.0	1.058e+03	0.59	O-glycan processing
4	20	11	1.0	0.0	1.449e+02	0.586	calcium-independent cell-cell adhesion
5	110	58	1.0	0.0	4.383e+03	0.455	protein-DNA complex assembly
6	77	42	0.90008	0.0	2.097e+03	0.664	multicellular organismal catabolic process
7	23	13	0.89442	0.0	1.859e+02	0.489	regulation of transcription involved in G1/S transition of mitotic cell cycle
8	105	45	0.88942	0.0	4.580e+03	0.333	single-organism carbohydrate catabolic process
9	102	56	0.8318	0.0	3.649e+03	0.42	cellular amino acid biosynthetic process
10	155	68	0.82408	0.0	9.800e+03	0.295	skeletal system development
11	25	13	0.81504	0.0	2.348e+02	0.404	tumor necrosis factor-mediated signaling pathway
12	87	35	0.75408	0.0	3.271e+03	0.064	neuropeptide signaling pathway
13	84	46	0.74384	0.0	2.485e+03	0.519	chromosome segregation
14	22	15	0.72556	0.0	1.339e+02	0.594	regulation of branching involved in ureteric bud morphogenesis
15	25	15	0.54798	0.0	2.059e+02	0.635	regulation of chromosome segregation
16	35	21	0.52942	0.0	3.997e+02	0.615	DNA strand elongation
17	24	12	0.42414	0.0	2.228e+02	0.355	alditol metabolic process
18	21	12	0.39662	0.0	1.539e+02	0.936	neuron fate specification
19	40	19	0.38626	0.0	6.323e+02	0.592	endocrine pancreas development
20	38	17	0.38424	0.0	5.943e+02	0.082	peripheral nervous system development
21	36	15	0.33794	0.0	5.584e+02	0.373	neurogenesis
22	31	18	0.30892	0.0	3.258e+02	0.211	central nervous system neuron development
23	98	43	0.27128	0.0	3.937e+03	0.336	regulation of mitosis
24	20	11	0.2466	0.0	1.449e+02	0.629	positive regulation of tissue remodeling
25	40	24	0.22872	0.0	5.205e+02	0.481	purine nucleobase metabolic process
26	29	13	0.21428	0.0	3.487e+02	0.444	sympathetic nervous system development
27	22	13	0.20516	0.0	1.629e+02	0.204	regulation of astrocyte differentiation
28	26	14	0.18976	0.0	2.468e+02	0.46	regulation of meiosis
29	66	27	0.18908	0.0	1.872e+03	0.061	aminoglycan catabolic process
30	54	25	0.18732	0.0	1.165e+03	0.217	regulation of kidney development
31	22	11	0.1745	0.0	1.879e+02	0.342	glycerol metabolic process
32	198	92	0.1682	0.0	1.539e+04	0.231	alpha-amino acid metabolic process
33	114	44	0.10872	0.0	5.727e+03	0.151	embryonic organ morphogenesis
34	45	30	0.10756	0.0	5.705e+02	0.615	chromatin assembly or disassembly
35	20	9	0.1038	0.0	1.679e+02	0.166	establishment or maintenance of apical/basal cell polarity & establishment or maintenance of bipolar cell polarity
36	34	19	0.1005	0.0	4.057e+02	0.484	base-excision repair
37	78	42	0.09992	0.0	2.175e+03	0.628	extracellular matrix disassembly
