Creation Time:	2022-09-09 15:43:56

INPUT:
Annotations file:	data/GOhuman_ft_named.txt
Gene file:	data/GSE87340_tumor_normal_log2fc-overexp.txt
lower limit annotations/process:	20
upper limit annotations/process:	500
k (number of perturbed categories):	0 (i.e., each perturbed gene in its own category)
threshold:	0.4
threshold type:	proportion
belief:	4.0
Method:	MCMC with parameter learning with an empty set as initial set
repeats:	1
burnin steps:	5000
MCMC steps:	50000
Maximal value for alpha and beta:	0.3548387096774194
Maximal possible value for alpha and beta:	0.3548387096774194
Probability parameter change:	0.2
seed for RNG:	3444507493

Initial set of processes:
Empty set

INPUT ANALYSIS:
Total number of processes:	2506
Total number of genes:	12189
Number of perturbed genes:	4876
Proportion perturbed genes:	0.4000328164738699

OUTPUT:
Learnt parameters:
alpha (FPR):	0.3548387096774194
beta (FNR):	0.3548387096774194
q (penalization parameter):	0.007980845969672785


Best log-likelihood value (mean +- standard deviation across replicates):	-8409.369687561819 +- 0.0

Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Term Name
1	305	153	1.0	0.0	3.456e+04	0.316	nuclear division
2	255	184	1.0	0.0	1.555e+04	0.31	translation
3	98	64	1.0	0.0	2.766e+03	0.203	protein N-linked glycosylation
4	57	33	1.0	0.0	1.091e+03	0.495	digestion
5	51	30	1.0	0.0	8.608e+02	0.59	O-glycan processing
6	20	11	1.0	0.0	1.449e+02	0.586	calcium-independent cell-cell adhesion
7	109	53	0.9994	0.0	4.553e+03	0.5	epidermis development
8	40	21	0.99394	0.0	5.893e+02	0.592	endocrine pancreas development
9	155	79	0.97984	0.0	8.889e+03	0.295	skeletal system development
10	77	45	0.95722	0.0	1.965e+03	0.664	multicellular organismal catabolic process
11	111	63	0.9207	0.0	4.188e+03	0.334	carbohydrate catabolic process
12	395	207	0.8624	0.0	5.603e+04	0.213	cellular amino acid metabolic process
13	40	28	0.8021	0.0	4.147e+02	0.481	purine nucleobase metabolic process
14	87	37	0.73402	0.0	3.165e+03	0.064	neuropeptide signaling pathway
15	175	103	0.70316	0.0	9.999e+03	0.365	DNA replication
16	66	32	0.64328	0.0	1.682e+03	0.061	aminoglycan catabolic process
17	21	17	0.60136	0.0	7.897e+01	0.852	sister chromatid segregation
18	25	14	0.58768	0.0	2.208e+02	0.404	tumor necrosis factor-mediated signaling pathway
19	119	76	0.55814	0.0	4.203e+03	0.438	nucleosome organization
20	31	19	0.53014	0.0	3.067e+02	0.211	central nervous system neuron development
21	54	27	0.50834	0.0	1.106e+03	0.217	regulation of kidney development
22	110	71	0.44186	0.0	3.541e+03	0.455	protein-DNA complex assembly
23	20	13	0.39572	0.0	1.199e+02	0.629	positive regulation of tissue remodeling
24	37	19	0.36696	0.0	5.134e+02	0.317	carbohydrate derivative transport
25	26	13	0.36054	0.0	2.608e+02	0.291	L-amino acid transport
26	46	21	0.33536	0.0	8.556e+02	0.056	excretion
27	50	26	0.32496	0.0	9.236e+02	0.176	regulation of morphogenesis of a branching structure
28	35	27	0.2416	0.0	2.529e+02	0.615	DNA strand elongation
29	22	13	0.18418	0.0	1.629e+02	0.204	regulation of astrocyte differentiation
30	60	33	0.17866	0.0	1.268e+03	0.246	pigment metabolic process
31	24	14	0.15216	0.0	1.959e+02	0.355	alditol metabolic process
