Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	64	43	1.0	0.0	1.134e+03	0.166	0.211	GO:0030509
2	103	68	1.0	0.0	3.006e+03	0.165	0.206	GO:0032886
3	179	103	1.0	0.0	1.072e+04	0.086	0.198	GO:0042391
4	185	113	1.0	0.0	1.073e+04	0.105	0.215	GO:0098609
5	187	120	0.99449	0.01102	1.029e+04	0.141	0.215	GO:0031396
6	46	26	0.97318	0.05364	7.303e+02	0.072	0.178	GO:0006369
7	168	83	0.7923	0.20198	1.067e+04	-0.039	0.212	GO:0030031
8	29	21	0.76836	0.16076	2.049e+02	0.15	0.227	GO:0000737
9	108	59	0.74494	0.37757	4.108e+03	0.056	0.203	GO:0009266
10	23	17	0.71393	0.213	1.240e+02	0.201	0.234	GO:0007530
11	49	29	0.60521	0.39648	7.902e+02	0.061	0.244	GO:0007368
12	23	16	0.57299	0.47044	1.409e+02	0.178	0.204	GO:0050927
13	26	16	0.49553	0.2795	2.159e+02	0.035	0.197	GO:0045814
14	100	52	0.41637	0.35907	3.665e+03	-0.067	0.254	GO:0050770
15	24	16	0.4	0.4899	1.649e+02	0.149	0.204	GO:0050926
16	43	26	0.39157	0.37817	5.955e+02	0.029	0.245	GO:0030516
17	25	17	0.38044	0.37227	1.729e+02	0.047	0.243	GO:0060444
18	60	29	0.37435	0.34055	1.396e+03	-0.041	0.207	GO:0006672
19	34	22	0.24681	0.3483	3.428e+02	0.061	0.237	GO:0035019
20	61	35	0.22942	0.38948	1.260e+03	0.097	0.207	GO:0009408
21	22	14	0.14966	0.14869	1.489e+02	0.155	0.228	GO:0010718
22	21	13	0.11284	0.20888	1.409e+02	0.048	0.184	GO:0006342
23	28	20	0.09423	0.1591	1.969e+02	0.133	0.231	GO:0006309
24	22	10	0.06497	0.12994	2.009e+02	-0.033	0.213	GO:0046847
25	51	30	0.05675	0.05161	8.611e+02	-0.001	0.245	GO:0061387
26	22	13	0.05601	0.06588	1.629e+02	0.035	0.198	GO:0046688
27	29	13	0.04825	0.0965	3.487e+02	-0.077	0.191	GO:0046513
28	23	16	0.03988	0.07976	1.409e+02	0.273	0.17	GO:0034605
29	40	22	0.03376	0.06752	5.675e+02	-0.02	0.263	GO:0050772
30	88	44	0.02825	0.04048	2.921e+03	-0.033	0.223	GO:0042384
31	29	20	0.02077	0.04154	2.259e+02	0.237	0.186	GO:0007157
32	20	13	0.02018	0.04036	1.200e+02	0.122	0.243	GO:0045773
33	72	48	0.01874	0.03748	1.451e+03	0.168	0.216	GO:0051437
34	22	13	0.01321	0.01429	1.629e+02	0.052	0.258	GO:0016338
35	22	12	0.01026	0.02052	1.759e+02	0.092	0.183	GO:0086002
36	72	47	0.00815	0.0163	1.499e+03	0.173	0.216	GO:0051352
37	101	61	0.00736	0.01472	3.255e+03	0.12	0.215	GO:0031397
38	51	33	0.00733	0.01466	7.653e+02	0.172	0.198	GO:0001508
39	53	31	0.00694	0.01388	9.350e+02	0.053	0.248	GO:0009799
40	33	17	0.00662	0.01324	4.087e+02	-0.041	0.231	GO:0009409
41	135	90	0.00641	0.01282	5.075e+03	0.172	0.213	GO:0031398
42	85	54	0.00522	0.01044	2.168e+03	0.126	0.213	GO:0070507
43	20	10	0.00424	0.00525	1.559e+02	0.023	0.194	GO:0060081
44	20	10	0.00342	0.00684	1.559e+02	-0.002	0.247	GO:0051881
45	52	30	0.00106	0.00212	9.130e+02	0.049	0.246	GO:0009855
46	27	20	0.00038	0.00076	1.689e+02	0.235	0.197	GO:0031111
47	67	45	0.00034	0.00068	1.243e+03	0.201	0.213	GO:0051436
