Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	83	60	1.0	0.0	1.654e+03	0.212	0.473	GO:0017157
2	89	42	0.90052	0.15026	3.102e+03	0.014	0.409	GO:0006814
3	151	98	0.87141	0.23192	6.602e+03	0.163	0.42	GO:0000082
4	34	22	0.84876	0.29819	3.427e+02	0.154	0.483	GO:0033865
5	42	29	0.8	0.4	4.685e+02	0.288	0.355	GO:0031100
6	33	20	0.73557	0.39185	3.517e+02	0.143	0.357	GO:0051963
7	27	17	0.66069	0.34947	2.258e+02	0.153	0.319	GO:0050663
8	29	24	0.63078	0.43028	1.359e+02	0.398	0.4	GO:0031128
9	40	29	0.61566	0.43363	3.857e+02	0.114	0.555	GO:0006953
10	26	15	0.5889	0.35742	2.318e+02	0.09	0.37	GO:0014910
11	192	163	0.5519	0.46522	5.152e+03	0.408	0.369	GO:0010498
12	63	34	0.48942	0.33944	1.419e+03	0.024	0.505	GO:0015698
13	88	50	0.46988	0.4461	2.635e+03	0.053	0.446	GO:1901654
14	125	61	0.46045	0.42929	5.964e+03	-0.042	0.529	GO:0098660
15	187	158	0.44963	0.46676	5.007e+03	0.406	0.366	GO:0043161
16	82	41	0.43971	0.36889	2.536e+03	0.049	0.422	GO:1903035
17	23	12	0.40442	0.22362	1.988e+02	0.075	0.365	GO:0051180
18	30	24	0.36922	0.43028	1.659e+02	0.373	0.4	GO:0045168
19	58	39	0.36913	0.43365	9.307e+02	0.072	0.541	GO:0002526
20	116	59	0.35158	0.39971	4.998e+03	0.009	0.46	GO:0006334
21	90	51	0.30636	0.37844	2.763e+03	0.055	0.455	GO:2001234
22	138	71	0.27715	0.33437	7.005e+03	0.003	0.487	GO:0034728
23	28	15	0.27476	0.22112	2.867e+02	-0.001	0.441	GO:0050854
24	22	12	0.27236	0.22169	1.759e+02	0.048	0.339	GO:0043567
25	44	23	0.26521	0.23745	7.140e+02	0.12	0.433	GO:0031424
26	26	18	0.25799	0.13959	1.809e+02	0.033	0.592	GO:0018022
27	161	75	0.25282	0.31251	1.017e+04	0.004	0.401	GO:0046578
28	31	18	0.25148	0.22257	3.257e+02	0.056	0.442	GO:0045600
29	28	18	0.2341	0.27977	2.358e+02	0.131	0.503	GO:0046058
30	71	37	0.20852	0.25788	1.850e+03	0.048	0.414	GO:0046620
31	79	40	0.20777	0.14224	2.335e+03	-0.023	0.496	GO:0007229
32	84	49	0.2	0.4	2.340e+03	0.078	0.426	GO:0031099
33	35	18	0.19514	0.32096	4.595e+02	0.086	0.445	GO:0043266
34	45	26	0.19294	0.24248	6.841e+02	0.055	0.454	GO:2001243
35	38	20	0.17774	0.23631	5.313e+02	0.032	0.389	GO:0007595
36	73	36	0.1775	0.2624	2.032e+03	0.041	0.412	GO:0050728
37	20	13	0.17244	0.23319	1.199e+02	0.127	0.482	GO:0009268
38	23	15	0.16622	0.31937	1.569e+02	0.194	0.393	GO:0006336
39	22	14	0.1459	0.30976	1.489e+02	0.168	0.397	GO:0044089
40	24	13	0.14582	0.19316	2.098e+02	-0.075	0.477	GO:0032814
41	21	12	0.14171	0.17211	1.539e+02	0.018	0.473	GO:0090022
42	26	16	0.14009	0.12367	2.158e+02	0.183	0.445	GO:0048701
43	22	13	0.13111	0.18923	1.629e+02	0.15	0.439	GO:0045879
44	22	15	0.13042	0.19752	1.339e+02	0.222	0.407	GO:0046688
45	20	14	0.12683	0.13509	1.059e+02	0.172	0.532	GO:0052652
