Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	40	27	1.0	0.0	4.427e+02	0.205	0.158	GO:0006383
2	41	27	1.0	0.0	4.837e+02	0.178	0.15	GO:0048168
3	77	45	0.99971	0.00058	1.966e+03	0.114	0.133	GO:0010821
4	41	30	0.97282	0.05436	3.968e+02	0.244	0.156	GO:0009247
5	195	113	0.96774	0.06452	1.262e+04	0.077	0.165	GO:0010769
6	35	20	0.91041	0.1422	4.207e+02	0.187	0.122	GO:0051058
7	81	49	0.88263	0.11555	2.094e+03	0.071	0.189	GO:0002576
8	25	17	0.79582	0.1604	1.729e+02	0.245	0.155	GO:0019400
9	58	33	0.65855	0.37472	1.150e+03	0.08	0.166	GO:0010955
10	52	30	0.65202	0.22778	9.130e+02	0.063	0.147	GO:0060688
11	33	19	0.60082	0.32267	3.717e+02	0.126	0.136	GO:0019320
12	32	19	0.58272	0.38346	3.388e+02	0.052	0.164	GO:0007528
13	21	13	0.50974	0.32016	1.409e+02	0.108	0.139	GO:0043299
14	66	37	0.43873	0.23004	1.507e+03	0.029	0.189	GO:0007043
15	29	20	0.38357	0.30788	2.259e+02	0.145	0.168	GO:0046513
16	40	23	0.27522	0.33494	5.446e+02	0.017	0.186	GO:0006953
17	23	16	0.12602	0.14638	1.409e+02	0.294	0.147	GO:0006071
18	22	12	0.09117	0.18234	1.759e+02	0.043	0.151	GO:0090189
19	27	17	0.07098	0.14196	2.259e+02	0.064	0.14	GO:0048536
20	40	26	0.05223	0.06685	4.697e+02	0.226	0.143	GO:0010717
21	38	21	0.05005	0.1001	5.515e+02	nan	0.136	GO:0046365
22	47	27	0.04571	0.09142	7.503e+02	0.068	0.169	GO:0048814
23	26	18	0.03704	0.06905	1.809e+02	0.133	0.203	GO:0061098
24	86	51	0.03248	0.06496	2.412e+03	0.053	0.182	GO:0046467
25	32	19	0.02677	0.02422	3.388e+02	-0.01	0.221	GO:0070830
26	42	23	0.02561	0.05122	6.274e+02	0.069	0.168	GO:0045861
27	25	15	0.02121	0.04242	2.059e+02	0.139	0.132	GO:0048169
28	22	14	0.02045	0.0409	1.489e+02	0.101	0.151	GO:0010823
29	51	33	0.01871	0.03742	7.653e+02	0.126	0.184	GO:0061387
30	48	24	0.01179	0.02358	8.760e+02	-0.002	0.135	GO:0010822
31	40	25	0.01122	0.02244	4.956e+02	0.103	0.177	GO:0050772
32	24	16	0.00885	0.0177	1.649e+02	0.154	0.179	GO:0006506
33	20	11	0.00374	0.00748	1.449e+02	0.053	0.164	GO:0045773
34	43	26	0.00283	0.00566	5.955e+02	0.072	0.184	GO:0050771
35	28	14	0.00173	0.00346	3.018e+02	0.006	0.136	GO:0045055
36	23	13	0.00135	0.0027	1.859e+02	0.031	0.169	GO:0010771
