Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	40	33	1.0	0.0	2.599e+02	0.384	0.39	GO:0045778
2	189	118	0.96624	0.07119	1.090e+04	0.139	0.446	GO:0009203
3	106	56	0.80873	0.32492	4.067e+03	0.0	0.443	GO:0050920
4	24	12	0.33022	0.31777	2.229e+02	-0.054	0.501	GO:0003179
5	77	42	0.18131	0.30715	2.098e+03	0.057	0.421	GO:0050921
6	24	14	0.1045	0.2988	1.959e+02	0.032	0.392	GO:0050922
7	39	15	0.08074	0.1514	6.853e+02	-0.172	0.494	GO:0001756
8	22	10	0.07742	0.10042	2.009e+02	-0.085	0.54	GO:0030325
9	32	16	0.04039	0.12117	3.927e+02	-0.056	0.446	GO:0048521
10	114	72	0.03856	0.08654	3.920e+03	0.122	0.464	GO:0006184
11	75	47	0.03414	0.07827	1.721e+03	0.18	0.422	GO:0006200
12	89	48	0.02648	0.05986	2.825e+03	0.045	0.441	GO:0048520
13	52	28	0.0222	0.04668	9.719e+02	0.046	0.431	GO:0002690
14	21	7	0.02184	0.05792	2.199e+02	-0.19	0.294	GO:0090022
15	61	32	0.0217	0.04923	1.362e+03	0.004	0.431	GO:0002688
16	24	13	0.01352	0.03092	2.099e+02	0.098	0.359	GO:0050926
17	22	9	0.0127	0.03002	2.149e+02	-0.073	0.55	GO:1901655
18	31	26	0.0092	0.01523	1.460e+02	0.388	0.4	GO:0030501
19	195	118	0.00907	0.02721	1.205e+04	0.118	0.446	GO:0009143
20	43	16	0.0065	0.01904	8.460e+02	-0.174	0.494	GO:0035282
21	20	6	0.0064	0.01918	2.099e+02	-0.18	0.348	GO:0009268
22	20	6	0.00294	0.0088	2.099e+02	-0.116	0.284	GO:2000677
23	29	11	0.00232	0.00625	3.857e+02	-0.141	0.258	GO:0071622
24	25	7	0.00155	0.00465	3.337e+02	-0.141	0.257	GO:0061217
25	191	118	0.00153	0.00459	1.128e+04	0.13	0.446	GO:0009146
26	23	12	0.00094	0.0028	1.989e+02	0.066	0.377	GO:0050927
