Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	83	60	1.0	0.0	1.654e+03	0.212	0.473	GO:0017157
2	192	163	0.91945	0.17056	5.152e+03	0.408	0.369	GO:0010498
3	151	98	0.8846	0.18408	6.602e+03	0.163	0.42	GO:0000082
4	34	22	0.76852	0.29437	3.427e+02	0.154	0.483	GO:0033865
5	27	17	0.73586	0.26237	2.258e+02	0.153	0.319	GO:0050663
6	33	20	0.716	0.36137	3.517e+02	0.143	0.357	GO:0051963
7	42	29	0.70042	0.44968	4.685e+02	0.288	0.355	GO:0031100
8	30	24	0.63426	0.44043	1.659e+02	0.373	0.4	GO:0045168
9	58	39	0.59007	0.41121	9.307e+02	0.072	0.541	GO:0002526
10	22	16	0.58341	0.43435	1.179e+02	0.304	0.419	GO:1901655
11	26	15	0.58084	0.31592	2.318e+02	0.09	0.37	GO:0014910
12	89	42	0.52692	0.3469	3.102e+03	0.014	0.409	GO:0006814
13	40	29	0.38198	0.39207	3.857e+02	0.114	0.555	GO:0006953
14	29	24	0.3659	0.44046	1.359e+02	0.398	0.4	GO:0031128
15	23	15	0.30104	0.38676	1.569e+02	0.194	0.393	GO:0006336
16	84	49	0.29582	0.452	2.340e+03	0.078	0.426	GO:0031099
17	35	23	0.2843	0.31975	3.547e+02	0.124	0.49	GO:0043044
18	22	14	0.25611	0.19657	1.489e+02	0.173	0.399	GO:0048710
19	88	50	0.24647	0.38681	2.635e+03	0.053	0.446	GO:1901654
20	73	36	0.23054	0.29618	2.032e+03	0.041	0.412	GO:0050728
21	22	15	0.19369	0.19542	1.339e+02	0.222	0.407	GO:0046688
22	20	14	0.18696	0.36312	1.059e+02	0.211	0.397	GO:0051962
23	125	61	0.16549	0.2491	5.964e+03	-0.042	0.529	GO:0098660
24	26	18	0.16468	0.14177	1.809e+02	0.033	0.592	GO:0018022
25	25	16	0.16208	0.25286	1.899e+02	0.151	0.42	GO:0031055
26	45	26	0.15881	0.18441	6.841e+02	0.055	0.454	GO:2001243
27	44	23	0.1458	0.1589	7.140e+02	0.12	0.433	GO:0031424
28	20	13	0.14264	0.14778	1.199e+02	0.127	0.482	GO:0009268
29	22	10	0.11934	0.23461	2.008e+02	0.109	0.27	GO:0061337
30	20	14	0.11822	0.10652	1.059e+02	0.172	0.532	GO:0052652
31	22	12	0.11552	0.09922	1.759e+02	0.048	0.339	GO:0043567
32	116	59	0.11434	0.2979	4.998e+03	0.009	0.46	GO:0006334
33	38	20	0.11337	0.12244	5.313e+02	0.032	0.389	GO:0007595
34	28	15	0.10689	0.08767	2.867e+02	-0.001	0.441	GO:0050854
35	31	18	0.10405	0.11431	3.257e+02	0.056	0.442	GO:0045600
36	90	51	0.1009	0.11359	2.763e+03	0.055	0.455	GO:2001234
37	71	37	0.09622	0.20736	1.850e+03	0.048	0.414	GO:0046620
38	63	34	0.08602	0.16357	1.419e+03	0.024	0.505	GO:0015698
39	20	11	0.08199	0.11821	1.449e+02	0.107	0.392	GO:0006595
40	187	158	0.08163	0.1734	5.007e+03	0.406	0.366	GO:0043161
41	138	71	0.07068	0.14604	7.005e+03	0.003	0.487	GO:0034728
42	25	13	0.07032	0.11201	2.348e+02	0.053	0.396	GO:0010543
