Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	179	103	0.95447	0.09106	1.072e+04	0.086	0.198	GO:0042391
2	103	68	0.93988	0.09043	3.006e+03	0.165	0.206	GO:0032886
3	187	120	0.9199	0.11567	1.029e+04	0.141	0.215	GO:0031396
4	108	59	0.87158	0.23125	4.108e+03	0.056	0.203	GO:0009266
5	185	113	0.85616	0.28768	1.073e+04	0.105	0.215	GO:0098609
6	64	43	0.81877	0.30395	1.134e+03	0.166	0.211	GO:0030509
7	46	26	0.77904	0.1944	7.303e+02	0.072	0.178	GO:0006369
8	34	22	0.69111	0.39421	3.428e+02	0.061	0.237	GO:0035019
9	168	83	0.64948	0.2888	1.067e+04	-0.039	0.212	GO:0030031
10	29	21	0.57972	0.40374	2.049e+02	0.15	0.227	GO:0000737
11	60	29	0.57965	0.26997	1.396e+03	-0.041	0.207	GO:0006672
12	26	16	0.50752	0.39337	2.159e+02	0.035	0.197	GO:0045814
13	24	16	0.50613	0.41334	1.649e+02	0.149	0.204	GO:0050926
14	23	17	0.40467	0.29064	1.240e+02	0.201	0.234	GO:0007530
15	25	17	0.35099	0.3579	1.729e+02	0.047	0.243	GO:0060444
16	23	16	0.33431	0.36263	1.409e+02	0.178	0.204	GO:0050927
17	53	31	0.3016	0.35314	9.350e+02	0.053	0.248	GO:0009799
18	100	52	0.29832	0.3325	3.665e+03	-0.067	0.254	GO:0050770
19	49	29	0.29535	0.36278	7.902e+02	0.061	0.244	GO:0007368
20	51	30	0.28981	0.25076	8.611e+02	-0.001	0.245	GO:0061387
21	43	26	0.23794	0.28762	5.955e+02	0.029	0.245	GO:0030516
22	21	13	0.18694	0.22016	1.409e+02	0.048	0.184	GO:0006342
23	28	20	0.16418	0.13586	1.969e+02	0.133	0.231	GO:0006309
24	29	20	0.15987	0.31974	2.259e+02	0.237	0.186	GO:0007157
25	141	81	0.14918	0.28732	6.672e+03	0.066	0.215	GO:0007156
26	23	16	0.12059	0.24118	1.409e+02	0.273	0.17	GO:0034605
27	88	44	0.11523	0.15506	2.921e+03	-0.033	0.223	GO:0042384
28	26	11	0.11108	0.22216	2.918e+02	-0.05	0.269	GO:0014910
29	20	13	0.08581	0.17162	1.200e+02	0.122	0.243	GO:0045773
30	85	54	0.07345	0.08535	2.168e+03	0.126	0.213	GO:0070507
31	22	14	0.06991	0.09084	1.489e+02	0.155	0.228	GO:0010718
32	51	33	0.06495	0.1299	7.653e+02	0.172	0.198	GO:0001508
33	145	93	0.05968	0.11936	6.383e+03	nan	0.215	GO:1903322
34	33	17	0.05905	0.07685	4.267e+02	nan	0.218	GO:0010770
35	22	13	0.05475	0.07532	1.629e+02	0.035	0.198	GO:0046688
36	40	22	0.03492	0.06725	5.675e+02	-0.02	0.263	GO:0050772
37	22	13	0.0263	0.0526	1.629e+02	0.052	0.258	GO:0016338
38	43	21	0.02579	0.05158	7.163e+02	-0.149	0.27	GO:0050771
39	78	52	0.02445	0.0489	1.702e+03	0.17	0.219	GO:0051439
40	28	12	0.02169	0.04338	3.347e+02	-0.057	0.147	GO:0030032
41	135	90	0.02067	0.04134	5.075e+03	0.172	0.213	GO:0031398
42	22	10	0.01479	0.02958	2.009e+02	-0.033	0.213	GO:0046847
43	31	12	0.014	0.028	4.346e+02	-0.075	0.147	GO:0097581
44	22	12	0.00639	0.01278	1.759e+02	0.092	0.183	GO:0086002
45	44	24	0.00357	0.00714	6.903e+02	0.019	0.194	GO:0060078
46	72	48	0.00259	0.00518	1.451e+03	0.168	0.216	GO:0051437
47	29	13	0.00203	0.00406	3.487e+02	-0.077	0.191	GO:0046513
48	61	35	0.00198	0.00396	1.260e+03	0.097	0.207	GO:0009408
49	82	57	0.00057	0.00114	1.749e+03	0.206	0.211	GO:0051443
50	26	15	0.00052	0.00104	2.469e+02	nan	0.218	GO:0010862
51	39	21	0.00019	0.00038	5.495e+02	-0.012	0.212	GO:0060079
