Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	49	27	0.97396	0.0781	8.467e+02	0.093	0.38	GO:0042787
2	41	25	0.97306	0.06235	5.364e+02	0.11	0.448	GO:0019748
3	44	29	0.78301	0.29742	5.554e+02	0.123	0.512	GO:0051785
4	39	28	0.78288	0.3947	3.747e+02	0.128	0.505	GO:0001756
5	195	148	0.77484	0.3945	8.058e+03	0.273	0.449	GO:0009143
6	66	36	0.77428	0.3314	1.543e+03	0.075	0.411	GO:0051291
7	40	36	0.74148	0.37958	1.549e+02	0.459	0.378	GO:0045778
8	31	20	0.60148	0.33878	2.868e+02	0.184	0.44	GO:0006206
9	106	81	0.56753	0.46897	2.347e+03	0.259	0.462	GO:0050920
10	34	20	0.54144	0.35731	3.856e+02	0.157	0.367	GO:0030834
11	31	17	0.5164	0.34263	3.437e+02	0.103	0.346	GO:0030901
12	70	41	0.51127	0.36213	1.622e+03	0.074	0.545	GO:1901607
13	146	98	0.43241	0.46889	5.861e+03	0.155	0.462	GO:0050795
14	26	15	0.33932	0.3461	2.318e+02	0.053	0.462	GO:0043502
15	66	37	0.33032	0.37035	1.506e+03	0.075	0.458	GO:0009112
16	46	24	0.30832	0.19655	7.808e+02	0.055	0.461	GO:0097306
17	62	33	0.2791	0.3026	1.390e+03	-0.004	0.458	GO:0009064
18	54	27	0.24819	0.21948	1.106e+03	0.085	0.439	GO:0033138
19	94	50	0.23803	0.18314	3.182e+03	0.022	0.462	GO:0009593
20	31	28	0.23125	0.38399	9.097e+01	0.469	0.374	GO:0030501
21	63	30	0.21309	0.28602	1.553e+03	0.042	0.365	GO:0043255
22	57	28	0.1972	0.17652	1.247e+03	0.059	0.364	GO:0061025
23	69	35	0.1938	0.29985	1.782e+03	0.032	0.405	GO:0010906
24	31	18	0.17523	0.14428	3.257e+02	0.116	0.454	GO:0006730
25	24	14	0.15966	0.2497	1.959e+02	0.178	0.32	GO:0006111
26	20	13	0.14548	0.16739	1.199e+02	0.105	0.459	GO:0014743
27	57	39	0.14392	0.13642	8.729e+02	0.224	0.398	GO:0045669
28	189	143	0.14121	0.31123	7.635e+03	0.269	0.447	GO:0009203
29	21	13	0.12801	0.17406	1.409e+02	0.198	0.323	GO:0071897
30	25	15	0.12392	0.20742	2.058e+02	0.157	0.318	GO:0010907
31	43	23	0.12127	0.15826	6.701e+02	0.029	0.46	GO:0043966
32	51	27	0.11231	0.17022	9.475e+02	-0.001	0.469	GO:0007200
33	55	31	0.11171	0.22443	1.043e+03	0.065	0.431	GO:0045727
34	27	15	0.10829	0.1515	2.588e+02	0.05	0.465	GO:0043489
35	105	50	0.10771	0.18978	4.285e+03	-0.008	0.412	GO:0010675
