Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	192	139	0.8679	0.30472	8.777e+03	0.265	0.383	GO:0010498
2	42	31	0.86198	0.29697	4.078e+02	0.194	0.533	GO:0031100
3	40	26	0.75841	0.38828	4.697e+02	0.221	0.403	GO:0006953
4	29	21	0.6281	0.36967	2.049e+02	0.258	0.436	GO:0031128
5	21	10	0.42193	0.25994	1.779e+02	-0.087	0.502	GO:0043300
6	30	21	0.33701	0.34324	2.349e+02	0.228	0.436	GO:0045168
7	83	33	0.23979	0.27594	3.000e+03	-0.128	0.506	GO:0017157
8	58	29	0.21359	0.39238	1.275e+03	0.01	0.421	GO:0002526
9	84	41	0.13802	0.29697	2.707e+03	-0.081	0.566	GO:0031099
10	187	136	0.1321	0.30472	8.243e+03	0.268	0.384	GO:0043161
11	22	10	0.12038	0.17724	2.009e+02	-0.102	0.502	GO:0002886
12	28	12	0.09774	0.29322	3.348e+02	-0.054	0.479	GO:0017158
13	36	25	0.0185	0.0555	3.418e+02	0.209	0.424	GO:0030433
14	30	13	0.01293	0.03879	3.807e+02	-0.068	0.459	GO:0003156
15	24	10	0.01223	0.02886	2.518e+02	-0.195	0.506	GO:0033003
16	21	7	0.00423	0.01267	2.199e+02	-0.242	0.539	GO:0071312
