Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	32	29	1.0	0.0	9.397e+01	0.319	0.535	GO:0030101
2	186	150	0.98582	0.03546	6.051e+03	0.339	0.39	GO:2000116
3	23	19	0.98134	0.03971	8.697e+01	0.271	0.502	GO:0051180
4	61	36	0.96445	0.10665	1.224e+03	0.064	0.448	GO:0006733
5	34	23	0.67814	0.41423	3.197e+02	0.119	0.488	GO:0030282
6	92	78	0.6418	0.40408	1.197e+03	0.362	0.423	GO:0019886
7	22	13	0.58953	0.34446	1.629e+02	0.145	0.331	GO:0006400
8	80	43	0.55759	0.28252	2.289e+03	0.085	0.406	GO:0044848
9	41	25	0.54464	0.42256	5.364e+02	0.189	0.36	GO:0051588
10	44	36	0.53634	0.36229	3.248e+02	0.304	0.441	GO:0035872
11	42	28	0.48149	0.38881	4.975e+02	0.168	0.501	GO:0010332
12	32	20	0.43813	0.42322	3.187e+02	0.21	0.351	GO:0046928
13	24	15	0.40958	0.33754	1.809e+02	0.12	0.384	GO:0006658
14	36	22	0.32945	0.338	4.136e+02	0.159	0.391	GO:0043473
15	69	41	0.32733	0.26078	1.552e+03	0.056	0.459	GO:0042102
16	64	38	0.32186	0.41423	1.338e+03	0.064	0.523	GO:0031214
17	166	84	0.29578	0.40128	1.024e+04	-0.01	0.459	GO:0009582
18	27	23	0.25099	0.29181	1.030e+02	0.315	0.487	GO:0070423
19	28	17	0.2476	0.25401	2.538e+02	0.089	0.464	GO:0031069
20	28	22	0.2474	0.21368	1.539e+02	0.195	0.504	GO:2001238
21	30	19	0.23592	0.34293	2.758e+02	0.14	0.424	GO:0022400
22	163	82	0.20902	0.34584	9.911e+03	-0.006	0.45	GO:0009581
23	94	78	0.20102	0.3995	1.383e+03	0.348	0.423	GO:0002495
24	21	15	0.1989	0.2384	1.119e+02	0.228	0.414	GO:0010165
25	36	20	0.18924	0.11276	4.565e+02	0.06	0.425	GO:0045333
26	25	15	0.1668	0.15907	2.058e+02	0.097	0.422	GO:0036151
