Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	171	141	1.0	0.0	4.685e+03	0.347	0.422	GO:0045089
2	86	66	1.0	0.0	1.529e+03	0.243	0.426	GO:0045995
3	148	117	1.0	0.0	4.114e+03	0.3	0.436	GO:0048015
4	163	123	1.0	0.0	5.724e+03	0.258	0.455	GO:0072330
5	85	59	0.99394	0.01819	1.882e+03	0.165	0.478	GO:0031345
6	40	30	0.99067	0.01446	3.557e+02	0.267	0.469	GO:0007422
7	104	71	0.98731	0.03806	2.898e+03	0.15	0.502	GO:0043393
8	163	124	0.91746	0.22358	5.601e+03	0.26	0.433	GO:0001763
9	52	34	0.8931	0.28809	7.830e+02	0.222	0.433	GO:0043647
10	53	38	0.75855	0.38026	6.902e+02	0.223	0.457	GO:0043038
11	24	18	0.23743	0.28414	1.299e+02	0.124	0.565	GO:0007616
12	50	36	0.23446	0.37642	6.094e+02	0.212	0.478	GO:0006418
13	30	19	0.17883	0.30382	2.758e+02	0.107	0.511	GO:0050766
14	32	22	0.15424	0.20364	2.758e+02	0.133	0.554	GO:0016445
15	22	19	0.10645	0.14577	6.398e+01	0.382	0.428	GO:0048048
16	27	21	0.10038	0.1562	1.479e+02	0.231	0.553	GO:0034446
17	155	118	0.08254	0.22358	5.056e+03	0.266	0.428	GO:0061138
18	41	28	0.04778	0.0796	4.556e+02	0.146	0.532	GO:0002200
19	20	14	0.04304	0.12913	1.059e+02	0.19	0.435	GO:0002861
20	26	18	0.04129	0.07496	1.809e+02	0.108	0.504	GO:0051602
21	28	19	0.02588	0.04414	2.168e+02	0.181	0.402	GO:0010453
22	29	20	0.02511	0.07499	2.258e+02	0.157	0.491	GO:0071622
23	20	11	0.022	0.0297	1.449e+02	0.229	0.252	GO:0072676
24	41	25	0.01435	0.04306	5.364e+02	0.093	0.482	GO:0050764
25	33	20	0.01212	0.03635	3.517e+02	0.116	0.45	GO:0046471
26	22	15	0.01207	0.0362	1.339e+02	0.196	0.448	GO:0017145
27	20	14	0.01128	0.0226	1.059e+02	0.201	0.529	GO:0046640
28	42	31	0.00932	0.02795	4.077e+02	0.19	0.528	GO:0032092
29	29	19	0.00791	0.01831	2.458e+02	0.176	0.411	GO:0000737
30	31	21	0.00692	0.02077	2.658e+02	0.124	0.491	GO:0030501
31	45	31	0.00656	0.01091	5.394e+02	0.209	0.419	GO:0046456
32	31	24	0.00606	0.01819	1.969e+02	0.208	0.489	GO:0010977
33	31	23	0.00548	0.01643	2.209e+02	0.167	0.565	GO:0043666
34	29	20	0.00508	0.01086	2.258e+02	0.187	0.521	GO:0006476
35	21	12	0.00506	0.01294	1.539e+02	0.139	0.314	GO:0046329
36	20	13	0.00499	0.01	1.199e+02	0.166	0.519	GO:0034243
37	20	12	0.00462	0.01386	1.329e+02	0.084	0.432	GO:0000381
38	64	39	0.00458	0.01374	1.299e+03	0.094	0.459	GO:0030509
39	66	40	0.00452	0.01357	1.389e+03	0.059	0.483	GO:0034340
40	22	17	0.00446	0.00921	1.010e+02	0.197	0.497	GO:0001702
41	22	20	0.00414	0.01242	4.399e+01	0.375	0.46	GO:0043330
42	25	16	0.00407	0.0122	1.899e+02	0.148	0.519	GO:0016575
43	20	16	0.00385	0.01156	7.497e+01	0.325	0.42	GO:0030879
44	22	13	0.00384	0.00865	1.629e+02	0.129	0.463	GO:0008207
45	22	13	0.00381	0.01144	1.629e+02	0.007	0.487	GO:0051181
46	49	31	0.0037	0.00952	7.290e+02	0.136	0.422	GO:0006636
47	20	14	0.00363	0.0109	1.059e+02	0.191	0.488	GO:0098581
48	30	25	0.00347	0.0104	1.409e+02	0.322	0.422	GO:0043331
49	32	20	0.00317	0.00675	3.187e+02	0.134	0.521	GO:0035601
50	24	15	0.00306	0.00917	1.809e+02	0.04	0.585	GO:0016447
51	21	14	0.00266	0.00798	1.269e+02	0.259	0.377	GO:0035088
52	25	13	0.00265	0.00598	2.348e+02	0.034	0.471	GO:0006893
53	37	24	0.0025	0.0075	4.036e+02	0.198	0.412	GO:0031644
54	34	26	0.00229	0.00688	2.448e+02	0.178	0.507	GO:0034121
55	91	56	0.00221	0.00662	2.585e+03	0.144	0.416	GO:0007162
56	34	20	0.00217	0.00434	3.856e+02	0.184	0.342	GO:0010633
57	21	12	0.0021	0.00629	1.539e+02	0.102	0.494	GO:0009084
58	33	29	0.00205	0.00614	1.270e+02	0.385	0.466	GO:0002753
59	135	105	0.00205	0.00614	3.608e+03	0.289	0.426	GO:0048754
60	25	15	0.00196	0.00589	2.058e+02	0.117	0.502	GO:0010907
61	27	17	0.00194	0.00501	2.258e+02	0.127	0.512	GO:0090398
62	22	13	0.00192	0.00576	1.629e+02	0.055	0.404	GO:0051898
63	26	15	0.0019	0.0057	2.318e+02	0.017	0.494	GO:0048662
64	34	22	0.00181	0.00542	3.427e+02	0.081	0.564	GO:0002562
65	20	13	0.00171	0.00514	1.199e+02	0.058	0.535	GO:0031102
66	27	17	0.00164	0.00491	2.258e+02	0.037	0.544	GO:0060740
67	20	16	0.0015	0.00451	7.497e+01	0.392	0.357	GO:0046854
68	30	20	0.0015	0.0045	2.558e+02	0.158	0.399	GO:0072175
69	20	11	0.00136	0.00409	1.449e+02	-0.044	0.747	GO:2000779
70	73	59	0.00136	0.00408	9.310e+02	0.287	0.475	GO:0034162
71	32	20	0.00128	0.00385	3.187e+02	0.169	0.397	GO:0071331
72	24	16	0.00128	0.00383	1.649e+02	-0.002	0.609	GO:0042537
73	20	13	0.00118	0.00354	1.199e+02	0.171	0.428	GO:0001953
74	22	16	0.00116	0.00348	1.179e+02	0.31	0.364	GO:0014065
75	23	14	0.00116	0.00348	1.719e+02	0.139	0.496	GO:1900449
76	20	13	0.00114	0.00343	1.199e+02	0.243	0.303	GO:0043537
77	27	14	0.00112	0.00336	2.737e+02	-0.008	0.526	GO:0034453
78	63	37	0.00107	0.0032	1.312e+03	0.025	0.479	GO:0034332
79	48	27	0.00096	0.00288	7.978e+02	0.05	0.458	GO:0006073
80	27	14	0.00091	0.00272	2.737e+02	0.042	0.446	GO:0019935
81	22	14	0.0009	0.00181	1.489e+02	0.115	0.475	GO:0048762
82	28	18	0.00083	0.00248	2.358e+02	0.085	0.457	GO:0043388
83	76	63	0.00078	0.00235	9.101e+02	0.3	0.486	GO:0035666
84	30	18	0.00076	0.00229	2.947e+02	0.18	0.333	GO:0010596
85	37	21	0.00076	0.00227	4.725e+02	0.014	0.555	GO:0032784
86	20	12	0.00076	0.00227	1.329e+02	0.15	0.4	GO:0051881
87	24	14	0.00068	0.00204	1.959e+02	0.062	0.434	GO:0032814
88	25	13	0.00067	0.00141	2.348e+02	-0.021	0.425	GO:1901071
89	20	10	0.00061	0.00182	1.559e+02	0.026	0.408	GO:0007140
90	31	16	0.0006	0.0018	3.606e+02	0.04	0.471	GO:0052646
91	21	16	0.00059	0.00178	9.596e+01	0.118	0.617	GO:2000351
92	20	11	0.00056	0.00167	1.449e+02	0.05	0.452	GO:0051953
93	33	22	0.00052	0.00157	3.087e+02	0.123	0.485	GO:0070169
94	21	12	0.00051	0.00152	1.539e+02	0.056	0.495	GO:0050820
95	52	30	0.0005	0.00149	9.126e+02	0.055	0.448	GO:0002690
96	41	23	0.00049	0.00148	5.852e+02	0.013	0.339	GO:0048661
97	40	22	0.00045	0.00136	5.673e+02	0.03	0.477	GO:0035137
98	22	16	0.00044	0.00133	1.179e+02	0.277	0.453	GO:0034105
99	20	15	0.00044	0.00131	9.096e+01	0.166	0.593	GO:0007220
100	27	8	0.00041	0.00122	3.785e+02	-0.256	0.477	GO:0019674
101	20	13	0.00034	0.00102	1.199e+02	0.105	0.482	GO:0006949
102	74	40	0.00034	0.00101	1.951e+03	0.032	0.453	GO:0051153
103	30	15	0.00031	0.00094	3.456e+02	-0.058	0.63	GO:0048485
104	29	13	0.0003	0.00091	3.486e+02	-0.048	0.476	GO:0051453
105	28	17	0.00028	0.00085	2.538e+02	0.142	0.403	GO:0016925
106	79	66	0.00022	0.00066	9.490e+02	0.306	0.485	GO:0034138
107	35	22	0.00021	0.00064	3.776e+02	0.101	0.414	GO:0002762
108	27	23	0.00021	0.00062	1.030e+02	0.323	0.516	GO:0070423
109	22	11	0.0002	0.00059	1.878e+02	0.021	0.416	GO:0035412
110	34	21	0.00018	0.00055	3.646e+02	0.128	0.391	GO:0035019
111	26	13	0.00018	0.00053	2.608e+02	0.028	0.466	GO:0043631
112	28	18	0.00017	0.0005	2.358e+02	0.158	0.419	GO:0006309
113	23	10	0.00017	0.0005	2.258e+02	-0.069	0.426	GO:0044062
114	24	13	0.00017	0.0005	2.098e+02	0.005	0.433	GO:0060334
115	45	28	0.00016	0.00047	6.292e+02	0.194	0.409	GO:0001704
116	45	28	0.00015	0.00044	6.292e+02	0.14	0.424	GO:0002709
117	23	12	0.00013	0.0004	1.988e+02	-0.023	0.533	GO:0010677
118	23	11	0.00012	0.00037	2.118e+02	0.054	0.372	GO:0006692
119	26	14	0.00011	0.00034	2.468e+02	0.038	0.48	GO:0042133
120	22	11	8e-05	0.00024	1.878e+02	-0.037	0.547	GO:0044705
121	22	19	7e-05	0.00022	6.398e+01	0.422	0.41	GO:0006699
122	23	15	6e-05	0.00019	1.569e+02	0.102	0.488	GO:0030316
123	32	17	5e-05	0.00014	3.756e+02	0.005	0.563	GO:0033628
124	20	11	4e-05	0.00013	1.449e+02	-0.001	0.447	GO:0032413
125	31	14	3e-05	8e-05	3.955e+02	-0.023	0.418	GO:0030279
126	20	10	3e-05	8e-05	1.559e+02	-0.035	0.607	GO:0045736
127	27	15	1e-05	4e-05	2.588e+02	0.087	0.423	GO:0043489
