Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	21	11	0.01102	0.02778	1.659e+02	0.643	0.448	GO:0008045
2	33	14	0.00754	0.02263	4.655e+02	0.587	0.307	GO:0065002
3	25	15	0.00574	0.01721	2.059e+02	0.655	0.522	GO:0045058
4	20	11	0.00358	0.00744	1.449e+02	0.589	0.484	GO:0002861
5	21	11	0.00264	0.00734	1.659e+02	0.587	0.522	GO:0015844
6	23	12	0.0012	0.00359	1.989e+02	0.63	0.484	GO:0009081
7	21	10	0.00074	0.00222	1.779e+02	0.581	0.519	GO:0033081
8	20	9	0.00073	0.0022	1.679e+02	0.603	0.3	GO:0007031
9	20	11	0.00036	0.00107	1.449e+02	0.597	0.498	GO:0031640
10	31	14	0.00028	0.00085	3.956e+02	0.569	0.461	GO:0015682
11	31	16	0.0001	0.0003	3.607e+02	0.628	0.477	GO:0031060
