Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	20	13	0.75062	0.32745	1.199e+02	0.692	0.415	GO:0008210
2	20	13	0.69083	0.21695	1.199e+02	0.678	0.335	GO:0048546
3	90	47	0.67404	0.25891	2.960e+03	0.589	0.452	GO:0070374
4	26	17	0.12329	0.21032	1.989e+02	0.625	0.554	GO:0097028
5	20	11	0.11728	0.13074	1.449e+02	0.654	0.345	GO:0045577
6	24	13	0.09164	0.09365	2.099e+02	0.615	0.404	GO:0035162
7	43	24	0.06634	0.11339	6.462e+02	0.601	0.505	GO:0046460
8	23	13	0.06435	0.0868	1.859e+02	0.64	0.464	GO:0030316
9	20	11	0.06349	0.05836	1.449e+02	0.642	0.41	GO:0000413
10	49	23	0.05464	0.05796	9.525e+02	0.535	0.436	GO:0008637
11	34	18	0.04962	0.0466	4.246e+02	0.629	0.451	GO:0014015
12	25	13	0.03893	0.05086	2.348e+02	0.6	0.451	GO:0006656
13	23	11	0.03662	0.0545	2.118e+02	0.584	0.299	GO:0051180
14	20	11	0.03162	0.02728	1.449e+02	0.607	0.483	GO:0031497
15	20	10	0.03151	0.04086	1.559e+02	0.616	0.335	GO:0007031
16	30	14	0.02895	0.03519	3.626e+02	0.596	0.374	GO:0032508
17	20	9	0.02515	0.03636	1.679e+02	0.591	0.302	GO:0015721
18	21	11	0.02506	0.02672	1.659e+02	0.652	0.415	GO:0046135
19	30	15	0.02264	0.03427	3.457e+02	0.573	0.434	GO:0018208
20	20	9	0.01814	0.02688	1.679e+02	0.585	0.3	GO:0000381
21	20	13	0.01648	0.02421	1.199e+02	0.645	0.593	GO:0046949
22	41	23	0.01353	0.0226	5.853e+02	0.604	0.526	GO:0019432
23	31	15	0.01276	0.0278	3.776e+02	0.62	0.391	GO:0000387
24	42	19	0.01201	0.0223	7.190e+02	0.549	0.356	GO:0010332
25	21	11	0.00859	0.0131	1.659e+02	0.639	0.431	GO:0060412
26	29	17	0.00847	0.01219	2.828e+02	0.628	0.549	GO:0035337
