Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	26	15	0.34058	0.29302	2.318e+02	0.677	0.405	GO:0048662
2	20	11	0.03795	0.05208	1.449e+02	0.633	0.394	GO:0051412
3	27	15	0.02266	0.06799	2.588e+02	0.639	0.504	GO:0010743
4	22	11	0.0042	0.00821	1.879e+02	0.58	0.395	GO:0002090
5	20	11	0.00344	0.01031	1.449e+02	0.65	0.522	GO:0003341
6	22	13	0.0023	0.0069	1.629e+02	0.614	0.57	GO:0060071
7	29	13	0.00171	0.00514	3.487e+02	0.588	0.335	GO:0042304
8	24	13	0.00114	0.00304	2.099e+02	0.659	0.502	GO:0060343
9	22	12	0.00105	0.00314	1.759e+02	0.577	0.551	GO:0090103
10	35	15	0.0009	0.0027	5.194e+02	0.591	0.382	GO:0017144
11	30	13	0.00073	0.00218	3.806e+02	0.596	0.416	GO:0045104
12	21	10	0.00069	0.00208	1.779e+02	0.626	0.549	GO:0036230
13	31	11	0.0005	0.0015	4.555e+02	0.537	0.207	GO:0045124
14	21	9	0.00042	0.00085	1.909e+02	0.607	0.362	GO:0031114
15	22	11	0.00039	0.00116	1.879e+02	0.564	0.539	GO:0051926
16	22	9	0.00029	0.00086	2.148e+02	0.565	0.487	GO:0051181
17	22	10	0.00028	0.00084	2.009e+02	0.651	0.493	GO:0090200
18	31	13	0.00024	0.00071	4.146e+02	0.588	0.416	GO:0045103
19	24	11	0.00022	0.00066	2.368e+02	0.62	0.51	GO:0045687
20	41	17	0.00016	0.00048	7.240e+02	0.593	0.466	GO:0070542
21	22	7	0.00016	0.00047	2.458e+02	0.473	0.411	GO:0030325
22	20	8	0.00013	0.0004	1.809e+02	0.552	0.437	GO:0030104
23	28	11	0.00012	0.00035	3.527e+02	0.519	0.304	GO:0060348
24	22	8	0.0001	0.0003	2.298e+02	0.576	0.371	GO:0042430
25	27	12	0.0001	0.00029	3.047e+02	0.566	0.49	GO:0010470
26	20	8	8e-05	0.00024	1.809e+02	0.618	0.418	GO:0014743
27	22	8	8e-05	0.00024	2.298e+02	0.527	0.395	GO:0060612
28	25	8	7e-05	0.00022	3.147e+02	0.529	0.435	GO:0050691
29	23	9	7e-05	0.0002	2.408e+02	0.534	0.58	GO:1901992
30	24	11	2e-05	6e-05	2.368e+02	0.606	0.394	GO:0051385
31	22	9	2e-05	6e-05	2.148e+02	0.552	0.507	GO:0060765
32	24	9	1e-05	4e-05	2.678e+02	0.541	0.498	GO:0035162
33	21	6	1e-05	4e-05	2.358e+02	0.495	0.307	GO:0045907
34	21	8	0.0	1e-05	2.048e+02	0.53	0.586	GO:0071312
