Order	#(Annotations)	#(Annotations of perturbed genes)	Mean Posterior Probability	Standard Deviation Posterior Probability	p-value	Average Expression Level	Average position perturbed genes	Term Name
1	22	11	0.02059	0.0368	1.879e+02	0.663	0.305	GO:0045909
2	22	11	0.0151	0.03934	1.879e+02	0.645	0.374	GO:0008207
3	29	16	0.00963	0.02166	2.998e+02	0.606	0.464	GO:0042743
4	20	11	0.009	0.027	1.449e+02	0.634	0.449	GO:0042744
5	20	11	0.00478	0.01203	1.449e+02	0.627	0.403	GO:0031497
6	22	11	0.00165	0.00494	1.879e+02	0.629	0.424	GO:0071384
7	31	15	0.00142	0.00427	3.776e+02	0.572	0.508	GO:0030279
8	29	12	0.00126	0.00378	3.666e+02	0.54	0.36	GO:0051893
9	23	10	0.00112	0.00225	2.258e+02	0.66	0.383	GO:0045930
10	21	7	0.00038	0.00115	2.198e+02	0.564	0.345	GO:0032673
11	36	14	0.00035	0.00104	5.813e+02	0.557	0.314	GO:0042312
12	28	14	0.0003	0.00091	3.018e+02	0.569	0.52	GO:0043388
13	28	12	0.00024	0.00072	3.347e+02	0.588	0.437	GO:0043462
14	21	11	0.0002	0.00061	1.659e+02	0.691	0.472	GO:0009060
15	20	8	0.00015	0.00044	1.809e+02	0.549	0.541	GO:0015721
16	27	12	0.00014	0.00041	3.047e+02	0.574	0.42	GO:0070423
17	20	7	9e-05	0.00026	1.948e+02	0.516	0.438	GO:0043921
18	21	8	7e-05	0.00022	2.048e+02	0.597	0.318	GO:0043029
19	46	20	5e-05	0.00016	8.827e+02	0.62	0.459	GO:0006333
