Gene ID	Gene Name	Design Element	g2_g1.p-value	g2_g1.t-statistic	g2_g1.log2foldchange
ENSG00000000003	TSPAN6	209108_at	2.13873232492536e-06	-5.23460262953015	-1.6
ENSG00000000005	TNMD	220065_at	0.646665732981756	0.556652248354805	0.1
ENSG00000000419	DPM1	202673_at	0.568501648318	-0.681826799940351	-0.1
ENSG00000000457	SCYL3	41329_at	0.00471147808264596	3.12814358315313	0.5
ENSG00000000460	C1orf112	220840_s_at	0.000131646177884586	4.21982700046197	0.7
ENSG00000000938	FGR	208438_s_at	0.0244122911143271	2.50821524470223	0.3
ENSG00000000971	CFH	213800_at	0.179391907288794	-1.52960815020761	-0.4
ENSG00000001036	FUCA2	223120_at	1.90904444970197e-08	6.20887328917317	1.2
ENSG00000001084	GCLC	202922_at	0.076111323686975	-1.99136316949007	-0.4
ENSG00000001167	NFYA	204108_at	0.0351019452842751	2.35321558325997	0.3
ENSG00000001460	STPG1	227694_at	0.688204642988897	0.491100869860773	0
ENSG00000001461	NIPAL3	225876_at	9.62477664873161e-06	-4.88638010436899	-0.9
ENSG00000001497	LAS1L	208117_s_at	0.187104970473786	1.50421973232908	0.2
ENSG00000001561	ENPP4	204160_s_at	0.348750515998524	-1.08773760454174	-0.4
ENSG00000001617	SEMA3F	35666_at	1.46017503440803e-06	5.31981845291829	1
ENSG00000001626	CFTR	205043_at	0.00751545148971404	-2.96147011898702	-0.4
ENSG00000001629	ANKIB1	224682_at	0.056841453433502	2.13429465933802	0.2
ENSG00000002016	RAD52	205647_at	0.106798358522562	-1.81965973058743	-0.3
ENSG00000002079	MYH16	1564072_at	0.00573087821843124	3.05830198397839	0.1
ENSG00000002330	BAD	1861_at	0.274007447623816	1.26095559732166	0.2
ENSG00000002549	LAP3	217933_s_at	0.681340171012595	0.501962366636985	0.1
ENSG00000002586	CD99	201029_s_at	1.28316331233267e-05	4.81763963081995	1.1
ENSG00000002587	HS3ST1	205466_s_at	0.000777985844768235	-3.70775961312354	-0.9
ENSG00000002726	AOC1	203559_s_at	0.133821793272905	1.69797704006154	0.5
ENSG00000002745	WNT16	221113_s_at	0.670353566935747	0.518944719046623	0
ENSG00000002746	HECW1	215584_at	0.000169632717828296	4.1479496277323	0.2
ENSG00000002834	LASP1	200618_at	0.00341633180847819	3.23846185930491	0.6
ENSG00000002919	SNX11	53912_at	0.0619206541120825	2.09302182411464	0.2
ENSG00000002933	TMEM176A	218345_at	0.998831231882518	-0.00222908758103669	0
ENSG00000003056	M6PR	200901_s_at	0.997545285212473	0.00483776273090945	0
ENSG00000003096	KLHL13	227875_at	4.17271560579156e-26	-11.8820030084943	-4.1
ENSG00000003137	CYP26B1	219825_at	0.813701642158235	-0.297683062105335	-0.1
ENSG00000003147	ICA1	207949_s_at	0.166585711094273	1.57372397399194	0.3
ENSG00000003249	DBNDD1	222234_s_at	6.3284440021689e-07	5.50464297171523	1
ENSG00000003393	ALS2	226291_at	0.588088348858255	0.649260881548345	0.1
ENSG00000003400	CASP10	205467_at	0.0429006065443897	2.26431334531479	0.2
ENSG00000003402	CFLAR	209939_x_at	0.668126263291932	0.522086142550844	0.1
ENSG00000003436	TFPI	213258_at	0.0612356893114968	-2.09843564060136	-0.8
ENSG00000003509	NDUFAF7	223560_s_at	0.000710370412659035	3.73512421184648	0.5
ENSG00000003756	RBM5	201395_at	0.0167758228768298	-2.65818751077996	-0.3
ENSG00000003987	MTMR7	243804_at	0.0491607264040451	2.20216438181497	0.1
ENSG00000003989	SLC7A2	225516_at	0.659244175613705	-0.536531227031161	-0.4
ENSG00000004139	SARM1	213259_s_at	0.423745000534592	0.937182549993396	0.2
ENSG00000004142	POLDIP2	217806_s_at	0.00149077827357161	3.50703992708361	0.5
ENSG00000004399	PLXND1	38671_at	8.03039555900625e-09	6.3721352796653	1.3
ENSG00000004455	AK2	212174_at	0.0204361719358699	-2.58043447522675	-0.5
ENSG00000004468	CD38	205692_s_at	0.0248034323849453	2.50155755275581	0.4
ENSG00000004478	FKBP4	200895_s_at	1.4505894589024e-07	5.81117877602651	0.8
ENSG00000004487	KDM1A	212348_s_at	0.790871560804118	-0.332753349484152	0
ENSG00000004534	RBM6	201967_at	0.744388308936379	-0.403987245475533	-0.1
ENSG00000004660	CAMKK1	223460_at	0.0357062500741012	2.34557426497982	0.3
ENSG00000004700	RECQL	212918_at	0.591512551170485	0.643710734954014	0.1
ENSG00000004766	VPS50	226031_at	0.235322838044693	-1.36182935068092	-0.2
ENSG00000004776	HSPB6	214767_s_at	4.35347110031347e-06	5.07351253234542	0.3
ENSG00000004777	ARHGAP33	213827_at	0.00456253136669698	3.13884887897114	0.4
ENSG00000004779	NDUFAB1	202077_at	4.58498586681958e-06	5.06143547824862	0.5
ENSG00000004799	PDK4	225207_at	2.70657634474414e-10	-6.97853616594828	-3.2
ENSG00000004809	SLC22A16	232232_s_at	0.708211633825095	0.458887586049037	0.1
ENSG00000004846	ABCB5	1555371_at	3.54102953378123e-07	5.62802922783553	0.3
ENSG00000004848	ARX	238878_at	0.665140858107766	0.527394069821828	0.2
ENSG00000004864	SLC25A13	203775_at	0.179991957127301	1.52748939627994	0.2
ENSG00000004866	ST7	207871_s_at	0.0570439851495086	2.13251774057751	0.3
ENSG00000004897	CDC27	217880_at	0.973042415690425	-0.0451482648721463	0
ENSG00000004939	SLC4A1	205592_at	0.0459548756646034	2.23347197899457	0.1
ENSG00000004948	CALCR	207887_s_at	0.242533227519752	1.34230740051225	0.1
ENSG00000004961	HCCS	203746_s_at	0.129687295625593	1.71497183061217	0.3
ENSG00000004975	DVL2	57532_at	0.258798630354427	-1.29937955783799	-0.1
ENSG00000005001	PRSS22	205847_at	0.000285457119627566	4.00221498044459	0.3
ENSG00000005007	UPF1	211168_s_at	0.0141347346141796	2.72505806112384	0.3
ENSG00000005020	SKAP2	225639_at	8.03039555900625e-09	-6.37212075717244	-1.9
